gtdb_species_clade_id,GTDB_species,n_genomes_in_tree,cv_branch_dist,std_branch_dist,mean_branch_dist,max_branch_dist,median_branch_dist,max_median_ratio,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,singleton_fraction,core_fraction,aux_fraction,mean_intra_species_ANI,n_genomes_with_env,n_distinct_env_broad,env_broad_entropy,env_coverage_fraction,in_prior_ecotype_analysis,z_phylo,z_env,z_open,composite_score,rank,short_name
s__Serratia_nematodiphila--RS_GCF_000738675.1,s__Serratia_nematodiphila,91,0.5146977071046553,0.0052195282991564,0.0101409589106545,0.019947,0.0116095,1.718161850208881,92,4007,16127,10105.0,20134,0.5018873547233536,0.1990165888546737,0.8009834111453263,98.36,35,5,1.0469559066877503,0.3804347826086957,False,-0.10457315989188283,-0.41974289422144195,0.26665114761952347,-0.08588830216460046,195,Serratia nematodiphila
s__Chlamydophila_psittaci--RS_GCF_000204255.1,s__Chlamydophila_psittaci,63,1.1632780461582084,0.0025406304120429,0.0021840267857142,0.013373,0.0008075,16.5609907120743,64,960,1511,1168.0,2471,0.4726831242411979,0.3885066774585188,0.6114933225414811,99.67,0,0,0.0,0.0,False,1.330720083980774,-1.519269320770872,-0.06913623602191503,-0.08589515760400436,196,Chlamydophila psittaci
s__Weissella_confusa--GB_GCA_001436895.1,s__Weissella_confusa,95,0.4029672073518699,0.003608955839713,0.0089559541666666,0.015715,0.009843,1.5965660875749264,96,1653,9228,4810.0,10881,0.4420549581839904,0.1519161841742486,0.8480838158257513,98.11,71,8,1.9283216592664116,0.7395833333333334,False,-0.351830163802461,0.5058786436346788,-0.42129589153378655,-0.08908247056718958,197,Weissella confusa
s__Enterococcus_E_cecorum--RS_GCF_000407565.1,s__Enterococcus_E_cecorum,83,0.3680283050854262,0.0078752828245839,0.0213985791738382,0.038587,0.0215465,1.7908709071078832,84,1507,12563,6638.0,14070,0.4717839374555792,0.1071073205401563,0.8928926794598436,97.55,11,4,1.672933031866154,0.1309523809523809,False,-0.4291491439684833,0.23766625467633617,-0.07947499767264024,-0.09031929565492913,198,Enterococcus E cecorum
s__Escherichia_marmotae--RS_GCF_002900365.1,s__Escherichia_marmotae,99,0.4616564717402548,0.0014362304441477,0.0031110371717171,0.008448,0.002683,3.1487141259783824,100,3576,16935,8672.0,20511,0.4227975232801911,0.174345473160743,0.825654526839257,99.01,20,4,2.0086949695556284,0.2,False,-0.22195218324660948,0.5902877176823482,-0.6427159931845791,-0.09146015291628011,199,Escherichia marmotae
s__Streptococcus_agalactiae--RS_GCF_000186445.1,s__Streptococcus_agalactiae,1486,0.5143314568695541,0.0032308745739063,0.006281697397182,0.014163,0.0062,2.2843548387096777,1487,1565,29031,14373.0,30596,0.4697672898418094,0.0511504771865603,0.9488495228134396,98.62,15,4,1.369974075267287,0.0100874243443174,False,-0.10538366316550156,-0.0805050998309983,-0.10266221455097194,-0.09618365918249061,200,Streptococcus agalactiae
s__Lactococcus_cremoris--RS_GCF_001591705.1,s__Lactococcus_cremoris,81,0.5986974191012747,0.0041537325875912,0.0069379497139415,0.015772,0.00819,1.925763125763126,82,1580,11579,5341.0,13159,0.4058819059199027,0.1200699141272133,0.8799300858727866,98.64,21,6,1.8751458114354391,0.2560975609756097,False,0.08131625404245138,0.45003269102975857,-0.8372101059317566,-0.10195372028651555,201,Lactococcus cremoris
s__Enterococcus_B_hirae--RS_GCF_000271405.2,s__Enterococcus_B_hirae,228,0.5355033467756474,0.0023478916548918,0.0043844574810388,0.010122,0.005423,1.866494560206528,229,2127,16027,8484.0,18154,0.4673350225845544,0.1171642613198193,0.8828357386801807,98.99,115,8,1.3112386739962172,0.5021834061135371,True,-0.05853076197121741,-0.1421897662615468,-0.13062818541020835,-0.1104495712143242,202,Enterococcus B hirae
s__Bariatricus_comes--GB_GCA_025149785.1,s__Bariatricus_comes,63,0.3651922644384738,0.0036103765898961,0.0098862351190476,0.018246,0.0094085,1.9393101982250092,64,1882,18034,10319.0,19916,0.5181261297449287,0.0944968869250853,0.9055031130749146,98.29,38,4,1.110908622166489,0.59375,False,-0.4354252361267178,-0.35257893796569684,0.4533629934039349,-0.11154706022949325,203,Bariatricus comes
s__Bacillus_licheniformis--RS_GCF_000011645.1,s__Bacillus_licheniformis,225,0.3378689495934226,0.0009031092971524,0.0026729573647984,0.00548,0.002688,2.0386904761904763,226,3821,17034,10124.0,20855,0.4854471349796212,0.1832174538479981,0.816782546152002,99.64,112,16,1.4761398549206837,0.495575221238938,False,-0.4958910980036522,0.030991554018960008,0.07762311013669086,-0.12909214461600044,204,Bacillus licheniformis
s__Mesorhizobium_wenxiniae--RS_GCF_002284535.1,s__Mesorhizobium_wenxiniae,71,0.5870116805016806,0.0150026449554769,0.0255576600156494,0.044492,0.0340005,1.308568991632476,72,4422,46248,28947.0,50670,0.5712847838957963,0.087270574304322,0.912729425695678,96.52,0,0,0.0,0.0,True,0.05545598561967634,-1.519269320770872,1.064575995784759,-0.1330791131221456,205,Mesorhizobium wenxiniae
s__Yersinia_enterocolitica--RS_GCF_901472495.1,s__Yersinia_enterocolitica,235,0.8224091983999733,0.0102203004442484,0.0124272691309051,0.02487,0.0174824999999999,1.4225654225654227,236,3228,21119,9441.0,24347,0.3877685135745677,0.1325830697827247,0.8674169302172753,97.04,4,2,1.499999999995672,0.0169491525423728,False,0.5763852317279444,0.05604978224392118,-1.0454761182215606,-0.13768036808323167,206,Yersinia enterocolitica
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,s__Bacillus_A_wiedmannii,234,0.3662227606090303,0.0100445738542106,0.0274274975086379,0.048914,0.028507,1.7158592626372469,235,3797,55802,28990.0,59599,0.4864175573415661,0.0637091226362858,0.9362908773637142,96.5,10,3,1.3567796494412687,0.0425531914893617,False,-0.4331447720078166,-0.09436205386906393,0.08878093147164175,-0.14624196480174625,207,Bacillus A wiedmannii
s__Corynebacterium_glutamicum--RS_GCF_000011325.1,s__Corynebacterium_glutamicum,80,0.4702661672037406,0.0050873727799021,0.0108180709876543,0.01906,0.011502,1.6571031125021736,81,2292,7165,3669.0,9457,0.3879665855979697,0.2423601564978323,0.7576398435021677,98.67,17,6,2.20510990006377,0.2098765432098765,False,-0.20289912692273923,0.7965651791141424,-1.043198705483315,-0.1498442177639706,208,Corynebacterium glutamicum
s__Leptospira_borgpetersenii--RS_GCF_003046425.1,s__Leptospira_borgpetersenii,151,0.912822448617884,0.0054587393308876,0.0059800669222725,0.013672,0.002856,4.787114845938375,152,2626,11354,7042.0,13980,0.5037195994277539,0.1878397711015736,0.8121602288984263,99.07,4,0,-1.4428232973175177e-12,0.0263157894736842,False,0.7764676569579516,-1.5192693207723875,0.287718117894854,-0.1516945153065273,209,Leptospira borgpetersenii
s__Burkholderia_vietnamiensis--RS_GCF_000959445.1,s__Burkholderia_vietnamiensis,129,0.3694401626649998,0.0031824625994011,0.0086142843172331,0.018236,0.007598,2.4001052908660174,130,4969,32594,16995.0,37563,0.4524399009663765,0.1322844288262386,0.8677155711737614,98.94,10,3,1.6854752972215634,0.0769230769230769,True,-0.42602473589865275,0.25083830148267894,-0.3018908358760393,-0.15902575676400438,210,Burkholderia vietnamiensis
s__Enterobacter_bugandensis--RS_GCF_900324475.1,s__Enterobacter_bugandensis,185,0.3263547839876339,0.0029781984106071,0.0091256465562336,0.029147,0.008821,3.304273891848996,186,3813,19742,11666.0,23555,0.4952663977924008,0.1618764593504564,0.8381235406495436,98.51,13,2,1.295737800533684,0.0698924731182795,True,-0.5213716793714678,-0.1584689809808896,0.1905240328713462,-0.16310554249367037,211,Enterobacter bugandensis
s__Agrobacterium_pusense--RS_GCF_900102105.1,s__Agrobacterium_pusense,79,0.4236724403933832,0.0043405051133851,0.0102449550632911,0.018161,0.011296,1.6077372521246458,80,4093,27648,17303.0,31741,0.5451309032481648,0.1289499385652626,0.8710500614347374,98.36,8,1,0.543564443196711,0.1,False,-0.30600996342349285,-0.948411020044306,0.7638612359795081,-0.16351991582943026,212,Agrobacterium pusense
s__Mesorhizobium_sp002294985--RS_GCF_002294985.1,s__Mesorhizobium_sp002294985,83,0.4807684065185947,0.0054397193689041,0.0113146356855995,0.022978,0.0120795,1.9022310526097936,84,4509,49578,31516.0,54087,0.5826908499269695,0.0833656886127905,0.9166343113872096,97.27,1,0,-1.4428232973175177e-12,0.0119047619047619,True,-0.17965791496102532,-1.5192693207723875,1.1957218266118836,-0.16773513637384307,213,Mesorhizobium sp002294985
s__Xanthomonas_cissicola--RS_GCF_008801575.1,s__Xanthomonas_cissicola,255,0.7493934086442341,0.0121115641853279,0.0161618237438725,0.032282,0.0103095,3.1312866773364374,256,3347,30712,13034.0,34059,0.3826888634428492,0.0982706479931882,0.9017293520068116,97.73,39,4,1.6157623533929324,0.15234375,False,0.4148029828960297,0.17762488005537458,-1.1038814382516793,-0.17048452510009168,214,Xanthomonas cissicola
s__Bacteroides_fragilis_A--RS_GCF_002849695.1,s__Bacteroides_fragilis_A,116,0.348071996604993,0.0034643014930641,0.0099528302387267,0.018505,0.009862,1.8763942405191647,117,2928,24991,12071.0,27919,0.4323578924746588,0.1048748164332533,0.8951251835667466,98.24,32,6,1.9153082974784996,0.2735042735042735,False,-0.4733119916681256,0.49221184535534573,-0.5327918039333664,-0.17129731674871543,215,Bacteroides fragilis A
s__Vibrio_diabolicus--GB_GCA_001048675.1,s__Vibrio_diabolicus,123,0.1283889198668351,0.0015638818124344,0.0121808160241279,0.018764,0.012171,1.541697477610714,124,3902,26023,15934.0,29925,0.5324644945697578,0.1303926482873851,0.8696073517126148,97.97,15,2,1.230959563109682,0.1209677419354838,False,-0.9594655440492462,-0.226499910896858,0.6182241087539055,-0.18924711539739958,216,Vibrio diabolicus
s__Ruminococcus_E_sp900317315--GB_GCA_900317315.1,s__Ruminococcus_E_sp900317315,102,0.4040549817737166,0.0023032591574257,0.0057003607462402,0.016701,0.00529,3.157088846880907,103,1288,20609,12751.0,21897,0.5823172124035256,0.058820843037859,0.9411791569621408,98.84,90,2,0.0880722590377959,0.8737864077669902,False,-0.34942294424225606,-1.4267747126986672,1.1914257789381006,-0.1949239593342742,217,Ruminococcus E sp900317315
s__Latilactobacillus_sakei--RS_GCF_002370355.1,s__Latilactobacillus_sakei,72,0.4436646424525807,0.006080483687858,0.0137051347031963,0.02325,0.0134575,1.7276611554895038,73,1525,5388,2635.0,6913,0.3811659192825112,0.2205988716910169,0.7794011283089831,98.14,18,5,2.182456250832693,0.2465753424657534,False,-0.26176768406674245,0.7727740281895992,-1.121392101145001,-0.20346191900738142,218,Latilactobacillus sakei
s__Pseudomonas_E_monteilii--RS_GCF_000730605.1,s__Pseudomonas_E_monteilii,72,0.6539066088109359,0.0088692575609718,0.0135634927701674,0.024292,0.0112955,2.150590943296003,73,4063,19726,9620.0,23789,0.4043885829585102,0.1707932237588801,0.8292067762411198,97.87,25,5,1.451314688641065,0.3424657534246575,False,0.20349291006874135,0.004919848235016855,-0.8543801871788572,-0.21532247629169968,219,Pseudomonas E monteilii
s__Pseudomonas_E_syringae--RS_GCF_000507185.2,s__Pseudomonas_E_syringae,155,0.3866076544886789,0.0063952203631652,0.0165418875930521,0.031104,0.015381,2.02223522527794,156,4204,31848,18906.0,36052,0.5244091867302785,0.1166093420614667,0.8833906579385332,97.79,26,3,0.6988272185464255,0.1666666666666666,False,-0.3880334747624882,-0.7853520760468359,0.5256049676504327,-0.21592686105296377,220,Pseudomonas E syringae
s__Mycobacterium_abscessus--RS_GCF_000069185.1,s__Mycobacterium_abscessus,1824,0.6542035904756716,0.0121331472647446,0.0185464394286229,0.038633,0.024861,1.553960017698403,1825,4070,75332,35524.0,79402,0.4473942721845797,0.0512581547064305,0.9487418452935694,98.55,3,1,0.918295834051604,0.0016438356164383,False,0.20415012360310658,-0.5548633410344933,-0.3599049817546886,-0.23687273306202514,221,Mycobacterium abscessus
s__Limosilactobacillus_reuteri_E--RS_GCF_013694365.1,s__Limosilactobacillus_reuteri_E,84,0.309623801101311,0.0027504315031316,0.0088831397759103,0.016031,0.008994,1.7824104958861462,85,1386,11368,5396.0,12754,0.4230829543672573,0.1086717892425905,0.8913282107574094,97.29,35,9,1.9095505346856547,0.4117647058823529,False,-0.5583969563558592,0.4861649695431974,-0.6394341344828252,-0.23722204043182896,222,Limosilactobacillus reuteri E
s__Aeromonas_caviae--RS_GCF_000819785.1,s__Aeromonas_caviae,207,0.2331099857207166,0.0033273396144757,0.0142736897528799,0.022989,0.0146015,1.574427284867993,208,3241,35060,19663.0,38301,0.513380851674891,0.0846192005430667,0.9153807994569332,97.87,112,9,1.06725518727886,0.5384615384615384,False,-0.7277202547446793,-0.398424331226292,0.39880225061146024,-0.24244744511983704,223,Aeromonas caviae
s__Vibrio_splendidus--GB_GCA_024347615.1,s__Vibrio_splendidus,106,0.3059322365151295,0.006092296903104,0.0199138769176512,0.037041,0.018116,2.044656657098697,107,3703,28604,16875.0,32307,0.522332621413316,0.1146191227907264,0.8853808772092735,96.83,48,3,0.8105998508472945,0.4485981308411215,False,-0.5665663031442582,-0.6679670341412923,0.5017288228853987,-0.24426817146671728,224,Vibrio splendidus
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1,s__Aggregatibacter_actinomycetemcomitans,158,0.736275706435094,0.0066775549531638,0.009069367486665,0.020125,0.006746,2.9832493329380374,159,1625,7474,3323.0,9099,0.3652049675788548,0.1785910539619738,0.8214089460380262,98.66,2,2,1.584962500716828,0.0125786163522012,False,0.3857738122255361,0.14527848252814218,-1.3049095616126856,-0.2579524222863358,225,Aggregatibacter actinomycetemcomitans
s__Serratia_nevei--RS_GCF_008364245.1,s__Serratia_nevei,181,0.6690816962879059,0.0065004914727482,0.00971554222573,0.02745,0.007197,3.814089203834931,182,3941,28414,14863.0,32355,0.4593725853809303,0.1218049760469788,0.8781950239530212,97.88,53,3,0.6747022747270053,0.2912087912087912,False,0.23707502660754265,-0.8106883992855032,-0.22217950903258096,-0.26526429390351386,226,Serratia nevei
s__Vibrio_alginolyticus--RS_GCF_000354175.2,s__Vibrio_alginolyticus,289,0.1402703696960741,0.0013792480442405,0.0098327825557809,0.012924,0.00997,1.2962888665997994,290,4008,39671,23715.0,43679,0.5429382540809085,0.0917603424986835,0.9082396575013164,98.53,11,2,0.8658566174528953,0.0379310344827586,True,-0.9331721712155832,-0.6099356741380363,0.7386503704658125,-0.268152491629269,227,Vibrio alginolyticus
s__Citrobacter_B_koseri--GB_GCA_900446925.1,s__Citrobacter_B_koseri,116,0.4158085326309121,0.0017690311153319,0.0042544367816091,0.005901,0.004936,1.1955024311183144,117,3840,15042,8284.0,18882,0.4387247113653215,0.2033682872577057,0.7966317127422943,98.74,9,2,1.3921472236602066,0.0769230769230769,True,-0.3234126088665896,-0.05721857700603253,-0.459586743498002,-0.28007264312354135,228,Citrobacter B koseri
s__Aeromonas_salmonicida--RS_GCF_001643305.1,s__Aeromonas_salmonicida,79,0.8602311778964822,0.0078890265975568,0.0091708215189873,0.020112,0.012941,1.5541302835947763,80,3353,16417,9480.0,19770,0.4795144157814871,0.1696004046535154,0.8303995953464846,98.93,5,0,-1.4428232973175177e-12,0.0625,False,0.6600843949194254,-1.5192693207723875,0.009409285477348693,-0.2832585467918712,229,Aeromonas salmonicida
s__Acinetobacter_ursingii--RS_GCF_000368825.1,s__Acinetobacter_ursingii,71,0.3313938048097037,0.0050566794643049,0.0152588231611893,0.025674,0.016812,1.5271234832262668,72,2454,14244,8256.0,16698,0.4944304707150557,0.1469637082285303,0.8530362917714697,97.72,43,4,0.9408650441347284,0.5972222222222222,False,-0.5102204431927633,-0.5311608691784916,0.1809126251546371,-0.2868228957388726,230,Acinetobacter ursingii
s__Porphyromonas_gingivalis--RS_GCF_000010505.1,s__Porphyromonas_gingivalis,83,0.2373162728905557,0.0024536768696782,0.0103392693631669,0.016003,0.010329,1.5493271371865618,84,1452,8187,4037.0,9639,0.4188193796036933,0.1506380329909741,0.8493619670090259,98.31,20,5,1.9585429818716469,0.238095238095238,True,-0.7184118388197251,0.5376174615137037,-0.6884562998054685,-0.28975022570382997,231,Porphyromonas gingivalis
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,s__Sinorhizobium_meliloti,240,0.4439380499911399,0.0038463371674166,0.008664130428769,0.022759,0.0078295,2.906826745002874,241,4954,53245,26599.0,58199,0.4570353442499012,0.0851217374868984,0.9148782625131016,98.93,14,3,1.089230078836814,0.0580912863070539,True,-0.26116263952670826,-0.3753460202542764,-0.24905287879340873,-0.2951871795247978,232,Sinorhizobium meliloti
s__Lactobacillus_iners--RS_GCF_000160875.1,s__Lactobacillus_iners,140,0.2185341752132452,0.0022815402746487,0.0104401989868287,0.016354,0.0107114999999999,1.526770293609672,141,728,7854,4787.0,8582,0.5577953856909811,0.0848287112561174,0.9151712887438824,98.72,119,2,0.4556461968022223,0.8439716312056738,False,-0.7599761852526413,-1.0407438820771056,0.9094762155368229,-0.2970812839309746,233,Lactobacillus iners
s__Pediococcus_pentosaceus--RS_GCF_001437285.1,s__Pediococcus_pentosaceus,110,0.2927435456335593,0.0018590428319181,0.0063504144144144,0.009886,0.006694,1.4768449357633702,111,1410,9656,5058.0,11066,0.457075727453461,0.1274173142960419,0.872582685703958,98.86,59,8,1.381056185231068,0.5315315315315315,False,-0.5957525700999693,-0.06886652681252818,-0.24858855667149302,-0.3044025511946635,234,Pediococcus pentosaceus
s__Rhizobium_laguerreae--RS_GCF_002008165.1,s__Rhizobium_laguerreae,174,0.3060681796316734,0.0131157825767057,0.0428524866338259,0.067199,0.045517,1.4763494957927803,175,5045,49447,25707.0,54492,0.4717573221757322,0.0925823974161344,0.9074176025838656,96.68,31,3,1.1359768596272115,0.1771428571428571,False,-0.5662654641810988,-0.32625195573176274,-0.07978101755527962,-0.3240994791560471,235,Rhizobium laguerreae
s__Wolbachia_pipientis--RS_GCF_021378375.1,s__Wolbachia_pipientis,895,1.1279150834599765,0.010688343321567,0.0094761950418994,0.030177,0.000618,48.83009708737864,896,839,15587,6796.0,16426,0.4137343236332643,0.0510775599659077,0.9489224400340924,98.6,830,2,0.0268383686282225,0.9263392857142856,False,1.252462667917007,-1.4910833242415962,-0.7469237756399697,-0.32851481065485294,236,Wolbachia pipientis
s__Providencia_rettgeri_D--RS_GCF_013255915.1,s__Providencia_rettgeri_D,66,0.7079180772161876,0.005233177605776,0.0073923491632745,0.016954,0.007579,2.2369705765932184,67,3399,12631,5735.0,16030,0.3577666874610106,0.2120399251403618,0.7879600748596381,98.54,11,2,1.4949188482296227,0.1641791044776119,False,0.32301903663437914,0.05071349194898937,-1.3904341783660414,-0.33890054992755764,237,Providencia rettgeri D
s__Prevotella_copri_A--RS_GCF_002224675.1,s__Prevotella_copri_A,109,0.406231763007884,0.0079225587763205,0.0195025586321934,0.032353,0.02073,1.5606849975880368,110,1292,29995,14896.0,31287,0.4761082877872599,0.0412951065937929,0.958704893406207,95.95,92,5,0.8348240422937284,0.8363636363636363,True,-0.3446057778703176,-0.6425264797807823,-0.029754040816363066,-0.3389620994891543,238,Prevotella copri A
s__Lactobacillus_jensenii--RS_GCF_001436455.1,s__Lactobacillus_jensenii,67,0.6931037241624097,0.0003580486212213,0.0005165873573309,0.002001,0.000427,4.686182669789227,68,1280,4135,2522.0,5415,0.4657433056325023,0.2363804247460757,0.7636195752539243,99.87,59,2,0.3366790555401262,0.8676470588235294,False,0.2902352170054034,-1.1656846889182924,-0.1489295911313372,-0.34145968768140866,239,Lactobacillus jensenii
s__Streptococcus_dysgalactiae--RS_GCF_900459225.1,s__Streptococcus_dysgalactiae,135,0.5844962558696405,0.0093044387581082,0.015918731154684,0.033606,0.0118085,2.8459160774018715,136,1456,12587,6257.0,14043,0.445560065513067,0.1036815495264544,0.8963184504735455,96.36,13,2,0.7732283485205895,0.0955882352941176,False,0.04988940926445328,-0.707215061823819,-0.3809945105358446,-0.3461067210317368,240,Streptococcus dysgalactiae
s__Rhodococcus_equi--RS_GCF_002094305.1,s__Rhodococcus_equi,82,0.290102737594588,0.0020726385398744,0.007144498383779,0.009515,0.007862,1.210251844314424,83,4295,13533,9268.0,17828,0.5198564056540274,0.2409131702939196,0.7590868297060803,99.04,20,2,0.5689955935849531,0.2409638554216867,False,-0.6015966170259541,-0.9217029020320691,0.4732575364513562,-0.3500139942022223,241,Rhodococcus equi
s__Streptococcus_pyogenes--RS_GCF_002055535.1,s__Streptococcus_pyogenes,2081,0.2331568684590626,0.002087266804573,0.0089521995142917,0.015512,0.009227,1.6811531375311584,2082,1394,21235,11137.0,22629,0.4921560829024702,0.061602368642008,0.938397631357992,98.85,21,3,0.9881808369989052,0.0100864553314121,False,-0.727616504332355,-0.48146922092952893,0.15476193669733646,-0.3514412628548491,242,Streptococcus pyogenes
s__Prevotella_sp015074785--RS_GCF_015074785.1,s__Prevotella_sp015074785,70,0.2818091686656447,0.0047947411139176,0.0170141416498993,0.025551,0.018047,1.4158031805840303,71,1714,19732,9555.0,21446,0.4455376293947589,0.079921663713513,0.9200783362864868,96.71,25,3,1.390856298380641,0.352112676056338,True,-0.6199500926627196,-0.05857432317501276,-0.3812524788281559,-0.35325896488862946,243,Prevotella sp015074785
s__Methanosarcina_mazei--RS_GCF_000970205.1,s__Methanosarcina_mazei,76,0.4890605857034429,0.002818888053069,0.0057638831168831,0.013631,0.0060704999999999,2.2454493040112022,77,2826,9427,5435.0,12253,0.4435648412633641,0.2306373949236921,0.7693626050763078,98.57,70,3,0.940910958564011,0.9090909090909092,True,-0.1613075147957015,-0.5311126492601228,-0.40393540367100356,-0.3654518559089426,244,Methanosarcina mazei
s__Piscirickettsia_salmonis--RS_GCF_000297215.2,s__Piscirickettsia_salmonis,82,0.8652547346230323,0.0114269516917276,0.0132064595944754,0.024853,0.023229,1.069912609238452,83,1888,7486,3347.0,9374,0.3570514188180072,0.2014081502026883,0.7985918497973117,97.5,17,2,1.0863128407369598,0.2048192771084337,False,0.6712014094134972,-0.37840974085878065,-1.3986582672144574,-0.368622199553247,245,Piscirickettsia salmonis
s__Helicobacter_pylori_C--RS_GCF_000277405.1,s__Helicobacter_pylori_C,608,0.2474140300139008,0.0090221813958824,0.0364659247310085,0.076985,0.033616,2.290129700142789,609,1178,31530,18007.0,32708,0.5505380946557417,0.0360156536627124,0.9639843463372876,96.41,123,3,0.2556582953038326,0.2019704433497537,True,-0.6960657365642148,-1.2507737231458809,0.8260325935404649,-0.3736022887232102,246,Helicobacter pylori C
s__Streptococcus_anginosus--RS_GCF_900636475.1,s__Streptococcus_anginosus,86,0.6329218986117442,0.0186315799368905,0.0294374076450147,0.05862,0.038147,1.5366870265027393,87,1257,9480,4175.0,10737,0.3888423209462606,0.1170718077675328,0.8829281922324672,96.29,38,5,1.196306319476534,0.4367816091954023,False,0.15705423322343764,-0.26289318868144546,-1.0331295861636123,-0.37965618054054007,247,Streptococcus anginosus
s__Burkholderia_mallei--RS_GCF_000011705.1,s__Burkholderia_mallei,1740,0.2747135546973833,0.0014423874453871,0.0052505142928822,0.008945,0.005335,1.676663542642924,1741,5149,63820,33297.0,68969,0.4827821195029651,0.0746567298351433,0.9253432701648566,99.31,3,1,0.918295834051604,0.0017231476163124,False,-0.6356525217629226,-0.5548633410344933,0.046981023031636676,-0.3811782799219264,248,Burkholderia mallei
s__Acinetobacter_seifertii--RS_GCF_000368065.1,s__Acinetobacter_seifertii,79,0.3514045305198578,0.0053408086350381,0.0151984626582278,0.020502,0.017273,1.1869391535923115,80,2868,19582,11751.0,22450,0.5234298440979955,0.127750556792873,0.8722494432071269,96.88,18,1,0.3095434291474398,0.225,False,-0.4659371714261771,-1.1941828693374885,0.5143445819202304,-0.38192515294781176,249,Acinetobacter seifertii
s__Neisseria_gonorrhoeae--RS_GCF_003315235.1,s__Neisseria_gonorrhoeae,953,0.3950553831277761,0.0015360599102699,0.0038882140982575,0.007651,0.004258,1.796852982620949,954,1776,18119,10593.0,19895,0.5324453380246293,0.0892686604674541,0.9107313395325458,99.57,71,1,0.1067920323729565,0.0744234800838574,True,-0.3693388472635121,-1.4071149683392867,0.6180038486730174,-0.38614998897659386,250,Neisseria gonorrhoeae
s__Staphylococcus_simulans--RS_GCF_002902285.1,s__Staphylococcus_simulans,77,0.4163643156537449,0.0017261617378829,0.0041457965367965,0.006119,0.00484,1.2642561983471077,78,2172,7416,4274.0,9588,0.4457655402586566,0.2265331664580726,0.7734668335419274,98.92,2,2,0.9999999999971146,0.0256410256410256,False,-0.32218267393070327,-0.46905658542767653,-0.37863198202244686,-0.3899570804602755,251,Staphylococcus simulans
s__Staphylococcus_ureilyticus--RS_GCF_002902235.1,s__Staphylococcus_ureilyticus,80,0.5964215515110818,0.0021335434727212,0.0035772407407407,0.007639,0.004052,1.8852418558736423,81,2224,7060,3810.0,9284,0.4103834554071521,0.2395519172770357,0.7604480827229643,98.78,2,1,0.9999999999971146,0.0246913580246913,False,0.07627981186333847,-0.46905658542767653,-0.7854517305285926,-0.3927428346976436,252,Staphylococcus ureilyticus
s__Burkholderia_cenocepacia--RS_GCF_900446215.1,s__Burkholderia_cenocepacia,337,0.3660864202893444,0.0021860524212532,0.0059714108475409,0.00839,0.006714,1.2496276437295204,338,5984,37430,18211.0,43414,0.4194729810660155,0.1378357211959275,0.8621642788040724,99.05,5,2,1.3709505944503406,0.014792899408284,True,-0.4334464899723145,-0.07947954694864559,-0.6809412541646842,-0.39795576369521474,253,Burkholderia cenocepacia
s__Acinetobacter_junii--RS_GCF_000368765.1,s__Acinetobacter_junii,75,0.2226383260440479,0.0028076600573074,0.0126108568421052,0.019468,0.012757,1.5260641216586972,76,2287,17891,10249.0,20178,0.507929428089999,0.1133412627614233,0.8866587372385767,98.01,38,4,0.6959870765281735,0.5,False,-0.7508937946765079,-0.7883348293645961,0.3361223158050763,-0.40103543607867587,254,Acinetobacter junii
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1,s__Achromobacter_xylosoxidans,125,0.461263466194196,0.0049697563178046,0.0107742248888888,0.035446,0.009312,3.806486254295532,126,4975,26023,12724.0,30998,0.410478095360991,0.1604942254338989,0.8395057745661011,98.64,6,2,1.2516291673834947,0.0476190476190476,True,-0.2228218954026792,-0.204792429253933,-0.7843635696024922,-0.4039926314197015,255,Achromobacter xylosoxidans
s__Helicobacter_pylori_CJ--RS_GCF_003637685.1,s__Helicobacter_pylori_CJ,71,0.1763452634224584,0.0082358068885011,0.0467027394366197,0.064182,0.0480215,1.3365263475734828,72,1165,7933,5270.0,9098,0.5792481864145966,0.1280501209056935,0.8719498790943064,95.64,0,0,0.0,0.0,False,-0.853339268302644,-1.519269320770872,1.156138418506545,-0.4054900568556569,256,Helicobacter pylori CJ
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1,s__Flavobacterium_psychrophilum,249,0.7945105560982793,0.0014662292696319,0.0018454497028112,0.005119,0.001993,2.568489713998997,250,2042,9032,4656.0,11074,0.4204442839082535,0.184395882246704,0.815604117753296,99.21,12,1,0.4138168503007483,0.048,False,0.5146461835365144,-1.0846735944841637,-0.6697733091535024,-0.41326690670038396,257,Flavobacterium psychrophilum
s__Pseudomonas_E_cerasi--RS_GCF_900074915.1,s__Pseudomonas_E_cerasi,69,0.302858948019073,0.0017743780909481,0.0058587606625258,0.008914,0.005992,1.4876502002670229,70,4452,14905,8229.0,19357,0.425117528542646,0.2299943173012347,0.7700056826987653,98.51,29,4,1.397218677539967,0.4142857142857143,False,-0.5733674192886334,-0.05189247155478703,-0.61604079975361,-0.41376689686567686,258,Pseudomonas E cerasi
