species_id	biome_id	genome_count	total_genes	core_genes	soft_core_genes	shell_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000310080	chicken-gut	7	1501	544	0	949	8	0.005329780146568954	0.3624250499666889
MGYG000310100	chicken-gut	65	3117	157	1039	1225	696	0.22329162656400384	0.05036894449791466
MGYG000310152	chicken-gut	73	4014	36	458	2444	1076	0.268061783756851	0.008968609865470852
MGYG000310153	chicken-gut	76	4828	13	570	2412	1833	0.37966031483015744	0.002692626346313173
MGYG000310166	chicken-gut	3	1708	1247	0	461	0	0.0	0.7300936768149883
MGYG000310170	chicken-gut	94	3362	158	1047	1441	716	0.21296847114812612	0.046995835812016655
MGYG000310187	chicken-gut	8	2155	578	0	1554	23	0.010672853828306265	0.26821345707656613
MGYG000310224	chicken-gut	12	1782	934	0	816	32	0.017957351290684626	0.5241301907968574
MGYG000310244	chicken-gut	8	2210	862	0	1346	2	0.0009049773755656109	0.3900452488687783
MGYG000310257	chicken-gut	3	1210	847	0	363	0	0.0	0.7
MGYG000310290	chicken-gut	20	2904	196	480	2067	161	0.05544077134986226	0.0674931129476584
MGYG000310311	chicken-gut	68	3657	40	669	2052	896	0.24500957068635493	0.010937927262783703
MGYG000310312	chicken-gut	23	3716	444	459	1630	1183	0.3183530678148547	0.11948331539289558
MGYG000310334	chicken-gut	7	3351	1853	0	1364	134	0.03998806326469711	0.5529692629065951
MGYG000310347	chicken-gut	17	2897	785	0	1789	323	0.11149464963755609	0.2709699689333794
MGYG000310350	chicken-gut	18	3222	549	0	2294	379	0.11762880198634389	0.17039106145251395
MGYG000310373	chicken-gut	11	1870	303	0	1522	45	0.02406417112299465	0.1620320855614973
MGYG000310389	chicken-gut	18	2799	323	0	2189	287	0.10253662022150768	0.11539835655591282
MGYG000310419	chicken-gut	6	3000	1049	0	1951	0	0.0	0.3496666666666667
MGYG000310465	chicken-gut	12	3810	801	0	2924	85	0.02230971128608924	0.21023622047244095
MGYG000310466	chicken-gut	4	947	490	0	457	0	0.0	0.5174234424498416
MGYG000310497	chicken-gut	14	2358	337	0	1837	184	0.07803223070398643	0.14291772688719254
MGYG000310513	chicken-gut	12	1735	190	0	1525	20	0.011527377521613832	0.10951008645533142
MGYG000310567	chicken-gut	37	2213	322	600	1175	116	0.05241753276095797	0.1455038409399006
MGYG000310568	chicken-gut	5	2088	571	0	1517	0	0.0	0.27346743295019155
MGYG000310576	chicken-gut	72	2657	328	907	834	588	0.22130222054949192	0.12344749717726759
MGYG000310585	chicken-gut	20	2579	293	441	1693	152	0.058937572702597904	0.11360992632803413
MGYG000310621	chicken-gut	23	3448	536	407	1821	684	0.19837587006960558	0.1554524361948956
MGYG000310721	chicken-gut	3	1079	922	0	157	0	0.0	0.8544949026876738
MGYG000310728	chicken-gut	6	2338	1148	0	1190	0	0.0	0.49101796407185627
MGYG000310733	chicken-gut	20	2275	353	493	1293	136	0.05978021978021978	0.15516483516483517
MGYG000310735	chicken-gut	6	1869	886	0	983	0	0.0	0.4740502942750134
MGYG000310799	chicken-gut	8	987	360	0	596	31	0.031408308004052685	0.364741641337386
MGYG000310807	chicken-gut	157	4493	29	522	1804	2138	0.47585132428221677	0.006454484754061874
MGYG000310824	chicken-gut	12	2477	546	0	1918	13	0.005248284214775939	0.2204279370205894
MGYG000310845	chicken-gut	70	2719	98	459	1609	553	0.2033835969106289	0.03604266274365576
MGYG000310892	chicken-gut	24	2804	380	313	1760	351	0.12517831669044222	0.1355206847360913
MGYG000310899	chicken-gut	5	1740	892	0	848	0	0.0	0.5126436781609195
MGYG000310973	chicken-gut	5	2358	964	0	1394	0	0.0	0.40882103477523324
MGYG000311001	chicken-gut	4	2509	961	0	1548	0	0.0	0.3830211239537664
MGYG000311042	chicken-gut	3	1455	1184	0	271	0	0.0	0.813745704467354
MGYG000311052	chicken-gut	8	1955	931	0	1021	3	0.001534526854219949	0.4762148337595908
MGYG000311073	chicken-gut	12	3764	1235	0	2106	423	0.11238044633368757	0.3281083953241233
MGYG000311118	chicken-gut	16	3506	431	0	2393	682	0.19452367370222476	0.12293211637193383
MGYG000311133	chicken-gut	79	3364	88	527	1704	1045	0.3106420927467301	0.026159334126040427
MGYG000311143	chicken-gut	10	2350	441	0	1722	187	0.07957446808510639	0.1876595744680851
MGYG000311158	chicken-gut	28	3964	136	368	2242	1218	0.30726538849646823	0.034308779011099896
MGYG000311163	chicken-gut	25	2964	144	254	1850	716	0.24156545209176788	0.048582995951417005
MGYG000311181	chicken-gut	18	3224	1023	0	1773	428	0.1327543424317618	0.3173076923076923
MGYG000311202	chicken-gut	9	2773	971	0	1749	53	0.019112874143526866	0.3501622791200866
MGYG000311216	chicken-gut	4	1692	1030	0	662	0	0.0	0.6087470449172577
MGYG000311220	chicken-gut	4	1745	935	0	810	0	0.0	0.5358166189111748
MGYG000311264	chicken-gut	14	2953	234	0	2403	316	0.10700982052150355	0.07924144937351846
MGYG000311274	chicken-gut	46	4611	183	785	2803	840	0.18217306441119063	0.039687703318152245
MGYG000311347	chicken-gut	3	1580	635	0	945	0	0.0	0.40189873417721517
MGYG000311364	chicken-gut	42	3594	180	479	1847	1088	0.30272676683361155	0.05008347245409015
MGYG000311418	chicken-gut	12	2346	752	0	1485	109	0.046462063086104004	0.3205456095481671
MGYG000311447	chicken-gut	51	3136	346	709	1484	597	0.1903698979591837	0.11033163265306123
MGYG000311477	chicken-gut	34	3814	355	384	1977	1098	0.2878867330886209	0.09307813319349764
MGYG000311519	chicken-gut	3	1686	1401	0	285	0	0.0	0.8309608540925267
MGYG000311528	chicken-gut	4	1019	407	0	612	0	0.0	0.3994111874386654
MGYG000311541	chicken-gut	26	2009	900	469	504	136	0.06769537083125933	0.44798407167745147
MGYG000311580	chicken-gut	91	2539	19	352	1240	928	0.36549822764868056	0.007483261126427727
MGYG000311594	chicken-gut	27	2343	950	600	551	242	0.10328638497652583	0.40546308151941957
MGYG000311626	chicken-gut	47	1793	129	599	753	312	0.17401003904071388	0.07194645844952594
MGYG000311627	chicken-gut	4	1307	737	0	570	0	0.0	0.5638867635807192
MGYG000311653	chicken-gut	26	2084	69	199	1436	380	0.18234165067178504	0.033109404990403074
MGYG000311674	chicken-gut	26	3496	685	491	1718	602	0.17219679633867277	0.19593821510297482
MGYG000311677	chicken-gut	7	2009	1394	0	606	9	0.004479840716774514	0.6938775510204082
MGYG000311797	chicken-gut	14	1540	262	0	1078	200	0.12987012987012986	0.17012987012987013
MGYG000311831	chicken-gut	14	3322	897	0	2166	259	0.07796508127633955	0.27001806140878987
MGYG000311852	chicken-gut	9	4318	2928	0	1375	15	0.003473830477072719	0.6780917091245947
MGYG000311872	chicken-gut	7	1333	263	0	999	71	0.05326331582895724	0.1972993248312078
MGYG000311894	chicken-gut	4	2235	1356	0	879	0	0.0	0.6067114093959731
MGYG000311904	chicken-gut	3	3363	2441	0	922	0	0.0	0.7258400237882843
MGYG000311954	chicken-gut	5	2054	889	0	1165	0	0.0	0.43281402142161635
MGYG000311975	chicken-gut	49	3751	169	831	1950	801	0.21354305518528394	0.04505465209277526
MGYG000311995	chicken-gut	10	1568	528	0	976	64	0.04081632653061224	0.336734693877551
MGYG000312060	chicken-gut	12	2143	247	0	1861	35	0.016332244517032198	0.11525898273448437
MGYG000312087	chicken-gut	5	1573	1216	0	357	0	0.0	0.7730451366815003
MGYG000312111	chicken-gut	16	1177	239	0	870	68	0.05777400169923534	0.20305862361937127
MGYG000312144	chicken-gut	10	913	312	0	562	39	0.04271631982475356	0.3417305585980285
MGYG000312160	chicken-gut	14	2240	326	0	1322	592	0.2642857142857143	0.1455357142857143
MGYG000312190	chicken-gut	57	3047	22	250	1899	876	0.28749589760420086	0.007220216606498195
MGYG000312195	chicken-gut	13	852	134	0	710	8	0.009389671361502348	0.1572769953051643
MGYG000312197	chicken-gut	12	3227	1424	0	1757	46	0.014254725751471955	0.441276727610784
MGYG000312233	chicken-gut	12	3154	424	0	2680	50	0.01585288522511097	0.13443246670894102
MGYG000312327	chicken-gut	17	2626	462	0	1924	240	0.0913937547600914	0.17593297791317594
MGYG000312329	chicken-gut	3	2008	993	0	1015	0	0.0	0.4945219123505976
MGYG000312343	chicken-gut	4	1435	749	0	686	0	0.0	0.5219512195121951
MGYG000312372	chicken-gut	8	918	452	0	437	29	0.03159041394335512	0.4923747276688453
MGYG000312380	chicken-gut	4	1992	1303	0	689	0	0.0	0.6541164658634538
MGYG000312424	chicken-gut	5	2526	915	0	1611	0	0.0	0.36223277909738716
MGYG000312437	chicken-gut	3	1686	1290	0	396	0	0.0	0.7651245551601423
MGYG000312495	chicken-gut	9	3972	1010	0	2685	277	0.06973816717019134	0.2542799597180262
MGYG000312523	chicken-gut	3	2288	1508	0	780	0	0.0	0.6590909090909091
MGYG000312529	chicken-gut	97	3426	35	706	1900	785	0.22913018096906013	0.010215995329830706
MGYG000312535	chicken-gut	13	2997	848	0	2045	104	0.03470136803470137	0.2829496162829496
MGYG000312549	chicken-gut	13	1856	351	0	1424	81	0.043642241379310345	0.18911637931034483
MGYG000312611	chicken-gut	13	2219	469	0	1623	127	0.05723298783235692	0.2113564668769716
MGYG000312616	chicken-gut	154	8701	125	780	3809	3987	0.45822319273646706	0.014366164808642685
MGYG000312694	chicken-gut	54	3302	4	40	1830	1428	0.43246517262265294	0.0012113870381586917
MGYG000312723	chicken-gut	47	3478	64	457	2409	548	0.15756181713628523	0.018401380103507763
MGYG000312727	chicken-gut	18	2184	484	0	1637	63	0.028846153846153848	0.2216117216117216
MGYG000312757	chicken-gut	18	2426	422	0	1778	226	0.09315746084089035	0.17394888705688377
MGYG000312802	chicken-gut	3	1774	937	0	837	0	0.0	0.528184892897407
MGYG000312871	chicken-gut	16	2182	655	0	1457	70	0.032080659945004586	0.3001833180568286
MGYG000312907	chicken-gut	6	1863	1009	0	854	0	0.0	0.5415995705850778
MGYG000312959	chicken-gut	5	1505	377	0	1128	0	0.0	0.2504983388704319
MGYG000313016	chicken-gut	11	2351	606	0	1313	432	0.1837515950659294	0.2577626541897065
MGYG000313060	chicken-gut	133	6697	31	597	2540	3529	0.5269523667313722	0.0046289383305957894
MGYG000313061	chicken-gut	46	2228	90	354	1154	630	0.28276481149012567	0.04039497307001795
MGYG000313070	chicken-gut	10	1965	370	0	1519	76	0.03867684478371501	0.18829516539440203
MGYG000313085	chicken-gut	13	2577	699	0	1819	59	0.022894838960031045	0.2712456344586729
MGYG000313099	chicken-gut	11	1697	710	0	846	141	0.08308780200353565	0.41838538597525043
MGYG000313182	chicken-gut	27	1448	96	171	901	280	0.19337016574585636	0.06629834254143646
MGYG000313199	chicken-gut	11	2561	957	0	1598	6	0.0023428348301444747	0.3736821554080437
MGYG000313231	chicken-gut	7	2127	574	0	1528	25	0.011753643629525154	0.26986365773389753
MGYG000313238	chicken-gut	6	1870	1385	0	485	0	0.0	0.7406417112299465
MGYG000313254	chicken-gut	3	1722	1229	0	493	0	0.0	0.7137049941927991
MGYG000313261	chicken-gut	3	1455	951	0	504	0	0.0	0.6536082474226804
MGYG000313325	chicken-gut	31	3483	387	775	1845	476	0.13666379557852426	0.1111111111111111
MGYG000313360	chicken-gut	12	3507	888	0	2524	95	0.027088679783290562	0.25320786997433703
MGYG000313369	chicken-gut	17	2356	799	0	1209	348	0.14770797962648557	0.33913412563667233
MGYG000313435	chicken-gut	6	2030	1132	0	898	0	0.0	0.5576354679802956
MGYG000313438	chicken-gut	22	3889	426	591	1880	992	0.2550784263306763	0.10953972743635897
MGYG000313451	chicken-gut	8	990	490	0	474	26	0.026262626262626262	0.494949494949495
MGYG000313459	chicken-gut	8	1498	625	0	798	75	0.050066755674232306	0.4172229639519359
MGYG000313460	chicken-gut	8	2841	1124	0	1710	7	0.0024639211545230554	0.3956353396691306
MGYG000313474	chicken-gut	14	3076	604	0	2109	363	0.11801040312093627	0.19635890767230169
MGYG000313508	chicken-gut	22	1502	232	224	666	380	0.2529960053262317	0.15446071904127828
MGYG000313511	chicken-gut	66	2282	55	311	1133	783	0.34312007011393514	0.024101665205959685
MGYG000313552	chicken-gut	5	1063	355	0	708	0	0.0	0.3339604891815616
MGYG000313559	chicken-gut	4	2074	1818	0	256	0	0.0	0.8765670202507232
MGYG000313561	chicken-gut	67	3269	180	593	1725	771	0.23585194249005811	0.05506271030896299
MGYG000313574	chicken-gut	24	4124	574	671	2239	640	0.15518913676042678	0.13918525703200776
MGYG000313577	chicken-gut	5	1673	631	0	1042	0	0.0	0.3771667662881052
MGYG000313588	chicken-gut	25	2960	78	253	2330	299	0.10101351351351351	0.026351351351351353
MGYG000313636	chicken-gut	3	1230	792	0	438	0	0.0	0.6439024390243903
MGYG000313642	chicken-gut	16	6087	386	0	3948	1753	0.2879908000657138	0.06341383275833744
MGYG000313663	chicken-gut	57	3004	561	914	1238	291	0.09687083888149134	0.18675099866844208
MGYG000313684	chicken-gut	17	4004	529	0	2699	776	0.1938061938061938	0.1321178821178821
MGYG000313693	chicken-gut	33	2292	1362	351	468	111	0.04842931937172775	0.5942408376963351
MGYG000313705	chicken-gut	13	2200	786	0	1294	120	0.05454545454545454	0.3572727272727273
MGYG000313730	chicken-gut	5	2500	1357	0	1143	0	0.0	0.5428
MGYG000313735	chicken-gut	16	1085	333	0	696	56	0.05161290322580645	0.3069124423963134
MGYG000313757	chicken-gut	6	2274	1363	0	911	0	0.0	0.5993843447669305
MGYG000313770	chicken-gut	9	3225	644	0	2513	68	0.021085271317829456	0.19968992248062015
MGYG000313788	chicken-gut	4	1936	1308	0	628	0	0.0	0.6756198347107438
MGYG000313793	chicken-gut	4	1331	535	0	796	0	0.0	0.4019534184823441
MGYG000313807	chicken-gut	4	1190	611	0	579	0	0.0	0.5134453781512605
MGYG000313810	chicken-gut	7	1501	777	0	564	160	0.10659560293137908	0.5176548967355097
MGYG000313813	chicken-gut	3	1661	1299	0	362	0	0.0	0.7820590006020469
MGYG000313860	chicken-gut	4	1764	708	0	1056	0	0.0	0.4013605442176871
MGYG000313884	chicken-gut	9	2691	1755	0	819	117	0.043478260869565216	0.6521739130434783
MGYG000313892	chicken-gut	17	2925	566	0	2157	202	0.06905982905982906	0.19350427350427352
MGYG000313930	chicken-gut	39	3700	62	107	1500	2031	0.548918918918919	0.016756756756756756
MGYG000313943	chicken-gut	22	2528	312	275	1225	716	0.28322784810126583	0.12341772151898735
MGYG000313949	chicken-gut	19	1711	204	0	1442	65	0.03798947983635301	0.11922852133255406
MGYG000313962	chicken-gut	5	925	492	0	433	0	0.0	0.5318918918918919
MGYG000313996	chicken-gut	6	1993	599	0	1394	0	0.0	0.30055193176116407
MGYG000314007	chicken-gut	11	1687	612	0	1036	39	0.023117960877296978	0.3627741553052756
MGYG000314008	chicken-gut	6	1844	723	0	1121	0	0.0	0.3920824295010846
MGYG000314031	chicken-gut	14	3259	441	0	2426	392	0.12028229518257134	0.13531758208039277
MGYG000314054	chicken-gut	8	3384	969	0	2242	173	0.051122931442080376	0.28634751773049644
MGYG000314097	chicken-gut	11	2709	880	0	1787	42	0.015503875968992248	0.32484311554079
MGYG000314101	chicken-gut	4	1644	1173	0	471	0	0.0	0.7135036496350365
MGYG000314130	chicken-gut	6	1662	779	0	883	0	0.0	0.4687123947051745
MGYG000314145	chicken-gut	126	5357	70	667	2442	2178	0.406570841889117	0.013067015120403211
MGYG000314149	chicken-gut	20	2244	183	317	1358	386	0.17201426024955438	0.08155080213903744
MGYG000314156	chicken-gut	3	3229	2356	0	873	0	0.0	0.7296376587178693
MGYG000314171	chicken-gut	16	2182	804	0	1272	106	0.04857928505957837	0.3684692942254812
MGYG000314257	chicken-gut	24	2654	189	301	1630	534	0.20120572720422006	0.07121326299924642
MGYG000314258	chicken-gut	57	3734	274	1032	2009	419	0.11221210498125335	0.07337975361542581
MGYG000314264	chicken-gut	19	1629	364	0	1070	195	0.11970534069981584	0.2234499693063229
MGYG000314306	chicken-gut	10	1244	222	0	950	72	0.05787781350482315	0.17845659163987138
MGYG000314314	chicken-gut	30	1956	1009	424	417	106	0.0541922290388548	0.5158486707566462
MGYG000314332	chicken-gut	80	1730	0	319	1127	284	0.16416184971098266	0.0
MGYG000314335	chicken-gut	5	1515	998	0	517	0	0.0	0.6587458745874587
MGYG000314365	chicken-gut	13	2642	313	0	2092	237	0.08970476911430735	0.11847085541256623
MGYG000314400	chicken-gut	3	2474	1737	0	737	0	0.0	0.7021018593371059
MGYG000314460	chicken-gut	3	1786	1346	0	440	0	0.0	0.7536394176931691
MGYG000314517	chicken-gut	10	2896	969	0	1851	76	0.026243093922651933	0.33459944751381215
MGYG000314578	chicken-gut	7	1107	427	0	658	22	0.01987353206865402	0.3857271906052394
MGYG000314579	chicken-gut	25	2033	450	505	950	128	0.06296114117068372	0.22134776192818495
MGYG000314632	chicken-gut	51	1753	57	353	1236	107	0.061038220193953226	0.032515687393040504
MGYG000314633	chicken-gut	12	1564	107	0	1442	15	0.00959079283887468	0.06841432225063938
MGYG000314684	chicken-gut	48	3450	261	705	1279	1205	0.3492753623188406	0.07565217391304348
MGYG000314707	chicken-gut	4	1927	1460	0	467	0	0.0	0.7576543850544888
MGYG000314725	chicken-gut	13	1162	186	0	893	83	0.07142857142857142	0.16006884681583478
MGYG000314739	chicken-gut	5	1934	706	0	1228	0	0.0	0.3650465356773526
MGYG000314751	chicken-gut	9	2257	1252	0	956	49	0.021710234824988923	0.5547186530793088
MGYG000314802	chicken-gut	17	2998	267	0	2208	523	0.17444963308872583	0.08905937291527685
MGYG000314807	chicken-gut	10	3241	1317	0	1916	8	0.002468373958654736	0.40635606294353593
MGYG000314824	chicken-gut	50	6852	349	874	3146	2483	0.36237594862813777	0.05093403385872738
MGYG000314833	chicken-gut	45	2452	636	1149	461	206	0.08401305057096248	0.25938009787928223
MGYG000314836	chicken-gut	13	4173	828	0	2933	412	0.09872993050563145	0.19841840402588065
MGYG000314886	chicken-gut	5	2112	1321	0	791	0	0.0	0.6254734848484849
MGYG000314896	chicken-gut	46	3393	82	653	1801	857	0.25257883878573534	0.024167403477748307
MGYG000314916	chicken-gut	31	3305	290	386	2009	620	0.1875945537065053	0.08774583963691376
MGYG000314940	chicken-gut	4	2355	1203	0	1152	0	0.0	0.510828025477707
MGYG000314949	chicken-gut	94	4069	0	175	1759	2135	0.5246989432292947	0.0
MGYG000314953	chicken-gut	26	2271	161	298	1440	372	0.16380449141347425	0.07089387934830471
MGYG000314960	chicken-gut	3	1390	995	0	395	0	0.0	0.7158273381294964
MGYG000314976	chicken-gut	3	2551	2083	0	468	0	0.0	0.8165425323402588
MGYG000314989	chicken-gut	9	1727	761	0	779	187	0.10828025477707007	0.4406485234510712
MGYG000315008	chicken-gut	3	1066	692	0	374	0	0.0	0.649155722326454
MGYG000315027	chicken-gut	6	3473	1722	0	1751	0	0.0	0.49582493521451193
MGYG000315040	chicken-gut	58	1891	296	636	752	207	0.10946589106292967	0.1565309360126917
MGYG000315058	chicken-gut	19	1667	224	0	1353	90	0.05398920215956809	0.13437312537492502
MGYG000315083	chicken-gut	9	2199	632	0	1440	127	0.057753524329240566	0.2874033651659845
MGYG000315115	chicken-gut	5	1816	1635	0	181	0	0.0	0.900330396475771
MGYG000315127	chicken-gut	75	2030	160	527	854	489	0.24088669950738917	0.07881773399014778
MGYG000315131	chicken-gut	3	1873	1482	0	391	0	0.0	0.791243993593166
MGYG000315138	chicken-gut	23	1117	273	315	485	44	0.03939122649955237	0.24440465532676814
MGYG000315198	chicken-gut	37	1735	277	351	1006	101	0.05821325648414986	0.15965417867435158
MGYG000315201	chicken-gut	4	2906	2482	0	424	0	0.0	0.8540949759119064
MGYG000315215	chicken-gut	8	1623	987	0	629	7	0.004313000616142945	0.6081330868761553
MGYG000315257	chicken-gut	4	2127	1560	0	567	0	0.0	0.7334273624823695
MGYG000315263	chicken-gut	13	1909	458	0	1306	145	0.07595599790466212	0.2399161864850707
MGYG000315312	chicken-gut	9	2285	565	0	1483	237	0.1037199124726477	0.24726477024070023
MGYG000315333	chicken-gut	13	4026	376	0	3411	239	0.059364133134624936	0.09339294585196224
MGYG000315338	chicken-gut	4	1845	940	0	905	0	0.0	0.5094850948509485
MGYG000315346	chicken-gut	3	1431	783	0	648	0	0.0	0.5471698113207547
MGYG000315409	chicken-gut	41	2759	463	945	1140	211	0.07647698441464298	0.16781442551649148
MGYG000315426	chicken-gut	43	2670	136	559	1473	502	0.18801498127340824	0.05093632958801498
MGYG000315443	chicken-gut	75	2429	48	443	1070	868	0.3573487031700288	0.019761218608480857
MGYG000315455	chicken-gut	22	2108	280	186	1293	349	0.16555977229601518	0.13282732447817835
MGYG000315476	chicken-gut	16	2706	408	0	2031	267	0.09866962305986696	0.15077605321507762
MGYG000315481	chicken-gut	44	2493	560	1211	592	130	0.052146008824709184	0.22462896109105496
MGYG000315514	chicken-gut	3	2461	1747	0	714	0	0.0	0.7098740349451442
MGYG000315529	chicken-gut	6	2551	1217	0	1334	0	0.0	0.47706781654253233
MGYG000315547	chicken-gut	10	2614	938	0	1523	153	0.058530986993114	0.3588370313695486
MGYG000315561	chicken-gut	68	4897	8	360	2336	2193	0.4478251991014907	0.0016336532570961813
MGYG000315584	chicken-gut	41	2415	838	621	836	120	0.049689440993788817	0.34699792960662523
MGYG000315591	chicken-gut	61	3919	130	514	1556	1719	0.4386323041592243	0.03317172748150038
MGYG000315601	chicken-gut	4	3075	1924	0	1151	0	0.0	0.6256910569105691
MGYG000315648	chicken-gut	12	2589	2014	0	366	209	0.08072614909231364	0.7779065276168404
MGYG000315687	chicken-gut	22	2340	210	208	1413	509	0.21752136752136753	0.08974358974358974
MGYG000315705	chicken-gut	8	1866	892	0	943	31	0.016613076098606645	0.4780278670953912
MGYG000315714	chicken-gut	3	1557	1328	0	229	0	0.0	0.852922286448298
MGYG000315728	chicken-gut	3	2457	1907	0	550	0	0.0	0.7761497761497762
MGYG000315739	chicken-gut	48	2172	422	710	827	213	0.09806629834254144	0.19429097605893186
MGYG000315750	chicken-gut	9	2473	1488	0	952	33	0.01334411645774363	0.6016983420946219
MGYG000315802	chicken-gut	3	1749	1497	0	252	0	0.0	0.855917667238422
MGYG000315809	chicken-gut	18	2167	1297	0	859	11	0.005076142131979695	0.5985233041070604
MGYG000315851	chicken-gut	7	2511	894	0	1579	38	0.015133412982875348	0.35603345280764637
MGYG000315858	chicken-gut	3	2441	1930	0	511	0	0.0	0.7906595657517411
MGYG000315860	chicken-gut	5	883	333	0	550	0	0.0	0.37712344280860705
MGYG000315888	chicken-gut	8	1611	727	0	801	83	0.051520794537554315	0.4512725015518312
MGYG000315924	chicken-gut	28	4779	643	1040	2904	192	0.040175768989328314	0.13454697635488597
MGYG000315926	chicken-gut	13	1866	385	0	1463	18	0.00964630225080386	0.20632368703108253
MGYG000315953	chicken-gut	9	1532	286	0	1165	81	0.05287206266318538	0.1866840731070496
MGYG000315991	chicken-gut	19	3231	353	0	2611	267	0.08263695450324977	0.10925410089755494
MGYG000316007	chicken-gut	3	2353	1315	0	1038	0	0.0	0.5588610284742881
MGYG000316034	chicken-gut	31	2845	176	278	1397	994	0.3493848857644991	0.06186291739894552
MGYG000316096	chicken-gut	35	2604	145	199	1189	1071	0.4112903225806452	0.055683563748079874
MGYG000316151	chicken-gut	16	4422	664	0	3217	541	0.12234283129805518	0.15015829941203077
MGYG000316181	chicken-gut	3	2896	2320	0	576	0	0.0	0.8011049723756906
MGYG000316219	chicken-gut	26	4411	9	220	2515	1667	0.3779188392654727	0.0020403536613012923
MGYG000316250	chicken-gut	24	3651	506	662	1845	638	0.17474664475486168	0.1385921665297179
MGYG000316299	chicken-gut	21	2096	459	501	953	183	0.08730916030534351	0.21898854961832062
MGYG000316309	chicken-gut	43	2473	538	544	979	412	0.1665992721391023	0.2175495349777598
MGYG000316324	chicken-gut	127	3172	292	1256	821	803	0.2531525851197982	0.09205548549810845
MGYG000316423	chicken-gut	8	2832	587	0	2053	192	0.06779661016949153	0.20727401129943504
MGYG000316430	chicken-gut	6	2466	1365	0	1101	0	0.0	0.5535279805352799
MGYG000316436	chicken-gut	90	2893	34	836	1395	628	0.2170756999654338	0.011752506049083997
MGYG000316441	chicken-gut	50	3791	69	480	2419	823	0.21709311527301503	0.018201002374043786
MGYG000316463	chicken-gut	5	1927	1101	0	826	0	0.0	0.5713544369486248
MGYG000316468	chicken-gut	4	1627	1308	0	319	0	0.0	0.8039336201598033
MGYG000316491	chicken-gut	35	3429	123	147	2118	1041	0.30358705161854765	0.03587051618547681
MGYG000316551	chicken-gut	31	2319	196	234	1309	580	0.2501078050884002	0.08451918930573524
MGYG000316571	chicken-gut	3	1817	1423	0	394	0	0.0	0.7831590533847
MGYG000316616	chicken-gut	121	3371	64	292	1638	1377	0.4084841293384752	0.018985464253930585
MGYG000316626	chicken-gut	4	2159	1467	0	692	0	0.0	0.6794812413154238
MGYG000316631	chicken-gut	43	1909	177	680	842	210	0.11000523834468308	0.09271870089051859
MGYG000316637	chicken-gut	11	1787	297	0	1326	164	0.09177392277560156	0.16620033575825405
MGYG000316675	chicken-gut	3	2301	1498	0	803	0	0.0	0.6510212950890917
MGYG000316702	chicken-gut	44	1706	393	771	473	69	0.04044548651817116	0.23036342321219228
MGYG000316703	chicken-gut	4	2199	882	0	1317	0	0.0	0.40109140518417463
MGYG000316706	chicken-gut	43	1757	980	473	278	26	0.014797951052931132	0.5577689243027888
MGYG000316758	chicken-gut	12	2687	580	0	2010	97	0.03609973948641608	0.21585411239300334
MGYG000316779	chicken-gut	7	2285	508	0	1398	379	0.16586433260393874	0.2223194748358862
MGYG000316780	chicken-gut	33	1752	139	215	1152	246	0.1404109589041096	0.079337899543379
MGYG000316804	chicken-gut	15	2568	632	0	1714	222	0.08644859813084112	0.24610591900311526
MGYG000316881	chicken-gut	4	1871	1297	0	574	0	0.0	0.6932121859967931
MGYG000316912	chicken-gut	6	3135	1140	0	1995	0	0.0	0.36363636363636365
MGYG000316941	chicken-gut	5	2961	1590	0	1371	0	0.0	0.5369807497467072
MGYG000316966	chicken-gut	13	2728	660	0	1955	113	0.04142228739002932	0.24193548387096775
MGYG000316984	chicken-gut	6	2213	1249	0	964	0	0.0	0.5643922277451423
MGYG000317041	chicken-gut	56	5308	463	1304	2947	594	0.11190655614167294	0.08722682743029389
MGYG000317055	chicken-gut	10	2441	696	0	1595	150	0.06145022531749283	0.28512904547316675
MGYG000317058	chicken-gut	11	2198	768	0	1215	215	0.09781619654231119	0.3494085532302093
MGYG000317068	chicken-gut	3	1359	1197	0	162	0	0.0	0.8807947019867549
MGYG000317078	chicken-gut	3	2048	894	0	1154	0	0.0	0.4365234375
MGYG000317107	chicken-gut	102	3818	2	103	1645	2068	0.5416448402304872	0.0005238344683080147
MGYG000317109	chicken-gut	28	1233	80	123	811	219	0.17761557177615572	0.064882400648824
MGYG000317131	chicken-gut	35	5695	473	472	2742	2008	0.35258999122036877	0.08305531167690958
MGYG000317141	chicken-gut	20	2139	395	521	1104	119	0.055633473585787754	0.1846657316503039
MGYG000317143	chicken-gut	6	2938	2196	0	742	0	0.0	0.7474472430224642
MGYG000317148	chicken-gut	29	3304	183	333	1807	981	0.2969128329297821	0.055387409200968525
MGYG000317187	chicken-gut	8	2076	1292	0	736	48	0.023121387283236993	0.6223506743737958
MGYG000317204	chicken-gut	22	3071	211	438	1839	583	0.18984044285249105	0.06870726147834581
MGYG000317238	chicken-gut	34	1619	189	215	889	326	0.20135886349598517	0.11673872760963558
MGYG000317252	chicken-gut	3	1075	626	0	449	0	0.0	0.5823255813953488
MGYG000317268	chicken-gut	33	5260	311	897	2651	1401	0.26634980988593154	0.059125475285171106
MGYG000317304	chicken-gut	9	3498	1695	0	1659	144	0.0411663807890223	0.48456260720411665
