species_id	biome_id	gtdb_phylum	length	genome_type	AA	CB	CE	GH	GT	PL	total_cazy	cazy_density	genome_count	total_genes	core_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000469758	marine	Planctomycetota	4365756	MAG	0.0	0.0	1.0	6.0	11.0	0.0	18.0	4.1229972540838284	6	3260	1616	0	0.0	0.4957055214723926
MGYG000469760	marine	Thermoplasmatota	1321084	MAG	0.0	0.0	0.0	3.0	1.0	0.0	4.0	3.027816550650829	18	1335	103	53	0.0397003745318352	0.0771535580524344
MGYG000469767	marine	Planctomycetota	7374754	MAG	0.0	4.0	1.0	21.0	37.0	0.0	63.0	8.542657829671334	22	8072	2133	1381	0.1710852329038652	0.2642467789890981
MGYG000469775	marine	Bdellovibrionota	3403623	MAG	0.0	0.0	1.0	10.0	28.0	0.0	39.0	11.458378322158476	3	3255	1697	0	0.0	0.5213517665130568
MGYG000469793	marine	Actinomycetota	2520476	MAG	0.0	0.0	1.0	2.0	10.0	0.0	13.0	5.157755915946035	8	2694	1023	51	0.0189309576837416	0.3797327394209354
MGYG000469829	marine	Desulfobacterota_D	1024024	MAG	0.0	0.0	0.0	2.0	6.0	0.0	8.0	7.812316898822684	6	1081	494	0	0.0	0.4569842738205365
MGYG000469843	marine	Bacteroidota	3245449	MAG	0.0	3.0	0.0	17.0	14.0	0.0	34.0	10.476208376714592	47	3420	415	309	0.0903508771929824	0.121345029239766
MGYG000469854	marine	Pseudomonadota	1050364	MAG	0.0	0.0	0.0	1.0	7.0	0.0	8.0	7.616407264529248	4	1119	607	0	0.0	0.5424486148346738
MGYG000469877	marine	Pseudomonadota	2436515	MAG	0.0	0.0	0.0	3.0	8.0	0.0	11.0	4.514644892397543	4	2319	2072	0	0.0	0.8934885726606295
MGYG000469958	marine	Pseudomonadota	1431159	MAG	0.0	0.0	3.0	6.0	10.0	0.0	19.0	13.275953265849566	6	1449	702	0	0.0	0.484472049689441
MGYG000469966	marine	Verrucomicrobiota	1419980	MAG	0.0	2.0	1.0	11.0	8.0	0.0	22.0	15.493175960224791	23	1362	173	103	0.0756240822320117	0.1270190895741556
MGYG000469995	marine	Pseudomonadota	809694	MAG	0.0	0.0	0.0	3.0	13.0	0.0	16.0	19.76055151699284	40	1341	18	269	0.2005965697240865	0.0134228187919463
MGYG000469997	marine	Thermoplasmatota	1342080	MAG	0.0	2.0	1.0	6.0	1.0	0.0	10.0	7.451120648545541	91	1412	27	142	0.1005665722379603	0.0191218130311614
MGYG000470002	marine	Nitrospinota	2129716	MAG	0.0	1.0	0.0	8.0	35.0	0.0	44.0	20.660031666193987	8	2256	839	34	0.0150709219858156	0.3718971631205673
MGYG000470025	marine	Pseudomonadota	3215020	MAG	0.0	0.0	0.0	5.0	10.0	0.0	15.0	4.6656008360756696	4	2854	1304	0	0.0	0.4569025928521373
MGYG000470053	marine	Chloroflexota	1381141	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	2.896156149154938	13	1371	135	10	0.0072939460247994	0.0984682713347921
MGYG000470085	marine	Thermoplasmatota	1824981	MAG	0.0	0.0	0.0	3.0	2.0	0.0	5.0	2.739754550869297	3	1534	1082	0	0.0	0.7053455019556715
MGYG000470118	marine	Marinisomatota	1437060	MAG	0.0	1.0	1.0	2.0	11.0	0.0	15.0	10.43797753747234	7	1355	612	1	0.0007380073800738	0.451660516605166
MGYG000470122	marine	Thermoplasmatota	1215913	MAG	0.0	0.0	1.0	2.0	3.0	0.0	6.0	4.934563574861031	6	1182	405	0	0.0	0.3426395939086294
MGYG000470212	marine	Pseudomonadota	641436	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	6.236007957146153	3	694	449	0	0.0	0.6469740634005764
MGYG000470253	marine	Pseudomonadota	920503	MAG	0.0	0.0	0.0	1.0	4.0	0.0	5.0	5.431812824075533	5	1168	493	0	0.0	0.4220890410958904
MGYG000470265	marine	Thermoplasmatota	1889792	MAG	0.0	0.0	0.0	5.0	3.0	1.0	9.0	4.762428881062043	12	1736	454	77	0.0443548387096774	0.2615207373271889
MGYG000470271	marine	Verrucomicrobiota	5361025	MAG	0.0	1.0	0.0	42.0	30.0	1.0	74.0	13.80333051981664	4	4607	1279	0	0.0	0.2776210115042327
MGYG000470277	marine	Chloroflexota	1382512	MAG	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.16996308169477	35	1539	15	109	0.0708252111760883	0.0097465886939571
MGYG000470311	marine	Pseudomonadota	1865226	MAG	0.0	0.0	0.0	4.0	15.0	0.0	19.0	10.186433172173238	5	1857	1334	0	0.0	0.7183629509962305
MGYG000470331	marine	Actinomycetota	2336976	MAG	0.0	0.0	0.0	3.0	9.0	0.0	12.0	5.134840922628217	53	2601	52	160	0.061514801999231	0.01999231064975
MGYG000470338	marine	Bacteroidota	4232099	MAG	0.0	0.0	0.0	14.0	17.0	2.0	33.0	7.797549159412386	3	3704	2930	0	0.0	0.791036717062635
MGYG000470345	marine	Pseudomonadota	939566	MAG	0.0	0.0	3.0	5.0	6.0	0.0	14.0	14.900496612265664	37	1098	61	96	0.087431693989071	0.0555555555555555
MGYG000470354	marine	Bacteroidota	1635714	MAG	0.0	0.0	3.0	4.0	9.0	0.0	16.0	9.78166109723338	3	1536	1255	0	0.0	0.8170572916666666
MGYG000470382	marine	Aenigmatarchaeota	692998	MAG	0.0	0.0	0.0	1.0	5.0	0.0	6.0	8.658033645118746	3	742	441	0	0.0	0.5943396226415094
MGYG000470397	marine	Bacteroidota	1605407	MAG	0.0	0.0	3.0	10.0	8.0	0.0	21.0	13.080795088099157	9	1641	275	48	0.0292504570383912	0.1675807434491164
MGYG000470427	marine	Thermoplasmatota	1757475	MAG	0.0	0.0	0.0	5.0	3.0	0.0	8.0	4.551985092248823	5	1492	657	0	0.0	0.4403485254691689
MGYG000470477	marine	Actinomycetota	2522464	MAG	0.0	0.0	0.0	2.0	11.0	0.0	13.0	5.153690994202495	19	2622	257	68	0.0259344012204424	0.0980167810831426
MGYG000470480	marine	Pseudomonadota	1035283	MAG	0.0	0.0	3.0	2.0	5.0	0.0	10.0	9.659194635669667	16	1353	118	153	0.1130820399113082	0.0872135994087213
MGYG000470489	marine	Pseudomonadota	6045840	MAG	0.0	6.0	1.0	15.0	16.0	0.0	38.0	6.285313537903749	3	5564	3931	0	0.0	0.7065061107117182
MGYG000470499	marine	Thermoplasmatota	1870459	MAG	0.0	0.0	0.0	5.0	3.0	1.0	9.0	4.811653182454146	3	1423	785	0	0.0	0.5516514406184118
MGYG000470516	marine	Pseudomonadota	3367420	MAG	0.0	0.0	4.0	7.0	15.0	0.0	26.0	7.72104459794145	6	3475	3112	0	0.0	0.8955395683453238
MGYG000470526	marine	Iainarchaeota	1037550	MAG	0.0	0.0	0.0	4.0	12.0	0.0	16.0	15.420943568984628	3	1091	727	0	0.0	0.6663611365719523
MGYG000470542	marine	Planctomycetota	4478374	MAG	0.0	0.0	2.0	10.0	8.0	0.0	20.0	4.465906599136205	10	3578	1792	23	0.0064281721632196	0.5008384572386808
MGYG000470548	marine	Bacteroidota	1923242	MAG	0.0	0.0	0.0	5.0	10.0	0.0	15.0	7.799330505469411	29	2082	277	183	0.0878962536023054	0.1330451488952929
MGYG000470562	marine	Thermoplasmatota	1830634	MAG	0.0	0.0	0.0	5.0	4.0	1.0	10.0	5.462588371023372	3	1432	899	0	0.0	0.6277932960893855
MGYG000470592	marine	Desulfobacterota_D	1043502	MAG	0.0	0.0	0.0	2.0	5.0	0.0	7.0	6.708180722221903	4	1069	717	0	0.0	0.6707202993451824
MGYG000470602	marine	Actinomycetota	588819	MAG	0.0	0.0	0.0	2.0	2.0	0.0	4.0	6.793259049045632	3	603	248	0	0.0	0.4112769485903814
MGYG000470606	marine	Bacteroidota	3271467	MAG	0.0	2.0	0.0	21.0	17.0	0.0	40.0	12.226930609417732	6	3419	1016	0	0.0	0.2971629131324949
MGYG000470630	marine	Bacteroidota	1763808	MAG	0.0	0.0	2.0	9.0	9.0	0.0	20.0	11.339102668771204	5	1635	771	0	0.0	0.4715596330275229
MGYG000470696	marine	Actinomycetota	1269792	MAG	0.0	0.0	0.0	0.0	6.0	0.0	6.0	4.72518333711348	5	1332	1063	0	0.0	0.7980480480480481
MGYG000470737	marine	Thermoplasmatota	1262937	MAG	0.0	0.0	2.0	2.0	4.0	0.0	8.0	6.334441068715225	5	1185	333	0	0.0	0.2810126582278481
MGYG000470750	marine	Pseudomonadota	832698	MAG	0.0	0.0	2.0	0.0	4.0	0.0	6.0	7.205493468220171	9	1018	355	8	0.0078585461689587	0.3487229862475442
MGYG000470767	marine	Desulfobacterota_D	991521	MAG	0.0	0.0	0.0	3.0	3.0	0.0	6.0	6.051309049430119	14	1103	230	40	0.0362647325475974	0.2085222121486854
MGYG000470791	marine	Thermoplasmatota	1472596	MAG	0.0	2.0	1.0	2.0	2.0	0.0	7.0	4.753510127692864	17	1520	275	165	0.1085526315789473	0.1809210526315789
MGYG000470797	marine	Chloroflexota	1783539	MAG	0.0	1.0	2.0	1.0	3.0	0.0	7.0	3.924781011236648	3	1732	1596	0	0.0	0.9214780600461894
MGYG000470804	marine	Thermoplasmatota	1442688	MAG	0.0	0.0	2.0	1.0	3.0	0.0	6.0	4.158903380356668	13	1299	978	4	0.0030792917628945	0.7528868360277137
MGYG000470810	marine	Pseudomonadota	3895576	MAG	0.0	2.0	2.0	11.0	15.0	0.0	30.0	7.7010434400458365	4	3885	3200	0	0.0	0.8236808236808236
MGYG000470820	marine	Pseudomonadota	751252	MAG	0.0	0.0	0.0	2.0	4.0	0.0	6.0	7.986667589570477	7	1020	382	7	0.0068627450980392	0.3745098039215686
MGYG000470831	marine	Bacteroidota	1987479	MAG	0.0	0.0	1.0	9.0	10.0	0.0	20.0	10.062999407792486	6	1808	600	0	0.0	0.331858407079646
MGYG000470832	marine	Pseudomonadota	908207	MAG	0.0	0.0	0.0	2.0	5.0	0.0	7.0	7.707493996412712	3	985	595	0	0.0	0.6040609137055838
MGYG000470838	marine	Pseudomonadota	1039620	MAG	0.0	0.0	1.0	3.0	7.0	0.0	11.0	10.580789134491448	14	1146	220	38	0.0331588132635253	0.1919720767888307
MGYG000470846	marine	Pseudomonadota	2109081	MAG	0.0	0.0	1.0	2.0	7.0	0.0	10.0	4.741401586757455	70	3223	0	789	0.2448029785913745	0.0
MGYG000470851	marine	Marinisomatota	1470975	MAG	0.0	1.0	1.0	7.0	10.0	0.0	19.0	12.916602933428509	3	1372	1052	0	0.0	0.7667638483965015
MGYG000470861	marine	Pseudomonadota	906595	MAG	0.0	0.0	0.0	4.0	3.0	0.0	7.0	7.721198550620729	4	1087	614	0	0.0	0.5648574057037719
MGYG000470880	marine	Thermoplasmatota	1080815	MAG	0.0	0.0	0.0	1.0	2.0	0.0	3.0	2.77568316501899	4	1058	662	0	0.0	0.6257088846880907
MGYG000470901	marine	Bacteroidota	1143440	MAG	0.0	0.0	1.0	7.0	9.0	0.0	17.0	14.867417617015322	12	1275	330	34	0.0266666666666666	0.2588235294117647
MGYG000470902	marine	Pseudomonadota	5390524	MAG	1.0	1.0	10.0	20.0	17.0	0.0	49.0	9.090025385287218	5	4788	3636	0	0.0	0.7593984962406015
MGYG000470945	marine	Thermoproteota	768892	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	5.202291088995594	3	937	592	0	0.0	0.6318036286019211
MGYG000470985	marine	Pseudomonadota	1515752	MAG	0.0	0.0	0.0	4.0	5.0	0.0	9.0	5.9376467918234646	12	1790	417	11	0.006145251396648	0.2329608938547486
MGYG000470989	marine	Pseudomonadota	2216492	MAG	0.0	0.0	1.0	5.0	8.0	0.0	14.0	6.316287178117493	4	2098	1628	0	0.0	0.7759771210676835
MGYG000470996	marine	Pseudomonadota	3543496	MAG	0.0	2.0	2.0	21.0	12.0	0.0	37.0	10.44166551902415	3	3125	1863	0	0.0	0.59616
MGYG000471024	marine	Pseudomonadota	1199944	MAG	0.0	0.0	0.0	2.0	7.0	0.0	9.0	7.500350016334096	6	1206	707	0	0.0	0.5862354892205639
MGYG000471039	marine	Pseudomonadota	1703476	MAG	0.0	0.0	0.0	3.0	5.0	0.0	8.0	4.696279841923221	7	1694	728	7	0.0041322314049586	0.4297520661157025
MGYG000471040	marine	Marinisomatota	1156090	MAG	0.0	0.0	0.0	10.0	10.0	0.0	20.0	17.29969120051207	24	2171	40	361	0.1662828189774297	0.0184246890833717
MGYG000471087	marine	Pseudomonadota	1957389	MAG	0.0	0.0	0.0	2.0	8.0	0.0	10.0	5.1088465297393615	9	2114	573	38	0.0179754020813623	0.2710501419110691
MGYG000471097	marine	Pseudomonadota	1487875	MAG	0.0	0.0	0.0	2.0	6.0	0.0	8.0	5.376795765773334	8	1541	421	43	0.0279039584685269	0.2731992212848799
MGYG000471103	marine	Bacteroidota	2072079	MAG	0.0	0.0	0.0	15.0	10.0	1.0	26.0	12.547784133713048	6	1926	513	0	0.0	0.2663551401869158
MGYG000471142	marine	Chloroflexota	1271421	MAG	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.573043075425056	9	1334	397	13	0.0097451274362818	0.2976011994002998
MGYG000471221	marine	Pseudomonadota	848127	MAG	0.0	0.0	0.0	3.0	7.0	0.0	10.0	11.790687007959892	5	1193	479	0	0.0	0.4015088013411567
MGYG000471236	marine	Pseudomonadota	2911703	MAG	0.0	0.0	2.0	3.0	7.0	0.0	12.0	4.121299459457232	4	3133	1866	0	0.0	0.5955952760932014
MGYG000471240	marine	Thermoplasmatota	1268621	MAG	0.0	1.0	0.0	2.0	0.0	0.0	3.0	2.3647724576528373	7	1183	595	12	0.0101437024513947	0.5029585798816568
MGYG000471264	marine	Pseudomonadota	1372871	MAG	0.0	0.0	0.0	3.0	4.0	0.0	7.0	5.098803893446653	3	1067	570	0	0.0	0.5342080599812559
MGYG000471265	marine	Thermoplasmatota	1418847	MAG	0.0	1.0	0.0	1.0	2.0	0.0	4.0	2.8191905117324136	3	1116	765	0	0.0	0.6854838709677419
MGYG000471329	marine	Bacteroidota	1352533	MAG	0.0	0.0	1.0	3.0	9.0	0.0	13.0	9.611595428725217	3	1055	424	0	0.0	0.4018957345971564
MGYG000471430	marine	Gemmatimonadota	2383751	MAG	0.0	0.0	0.0	3.0	9.0	0.0	12.0	5.034082838350146	19	2240	222	81	0.0361607142857142	0.0991071428571428
MGYG000471434	marine	Bacteroidota	1668496	MAG	0.0	0.0	2.0	11.0	10.0	0.0	23.0	13.784869726987658	5	1552	849	0	0.0	0.5470360824742269
MGYG000471463	marine	Pseudomonadota	3417742	MAG	0.0	0.0	1.0	4.0	12.0	0.0	17.0	4.974044266653246	4	3324	1705	0	0.0	0.512936221419976
MGYG000471488	marine	Pseudomonadota	1422024	MAG	0.0	0.0	0.0	4.0	11.0	0.0	15.0	10.548345175608851	3	1412	893	0	0.0	0.6324362606232294
MGYG000471544	marine	Thermoplasmatota	1419616	MAG	0.0	2.0	1.0	4.0	3.0	0.0	10.0	7.04415842030521	34	1540	244	215	0.1396103896103896	0.1584415584415584
MGYG000471594	marine	Pseudomonadota	5182748	MAG	1.0	2.0	1.0	10.0	18.0	0.0	32.0	6.174330683259151	8	5242	3801	153	0.0291873330789774	0.7251049217855781
MGYG000471599	marine	Planctomycetota	4514933	MAG	0.0	0.0	1.0	13.0	7.0	0.0	21.0	4.651231812299319	8	3610	1943	11	0.0030470914127423	0.5382271468144044
MGYG000471613	marine	Pseudomonadota	1199116	MAG	0.0	0.0	0.0	4.0	11.0	0.0	15.0	12.509215121806395	26	1544	150	97	0.0628238341968911	0.0971502590673575
MGYG000471642	marine	Verrucomicrobiota	4175237	MAG	0.0	1.0	2.0	17.0	9.0	0.0	29.0	6.945713500814445	13	4684	617	226	0.0482493595217762	0.1317250213492741
MGYG000471645	marine	Marinisomatota	1783748	MAG	0.0	1.0	1.0	18.0	12.0	0.0	32.0	17.939753821728182	4	1596	1211	0	0.0	0.7587719298245614
MGYG000471670	marine	Pseudomonadota	3223611	MAG	0.0	3.0	2.0	27.0	21.0	0.0	53.0	16.441189709304254	6	3464	2267	0	0.0	0.6544457274826789
MGYG000471686	marine	Chloroflexota	1346796	MAG	0.0	0.0	0.0	1.0	2.0	0.0	3.0	2.227508843210108	4	1357	579	0	0.0	0.4266764922623434
MGYG000471705	marine	Verrucomicrobiota	2473035	MAG	0.0	3.0	0.0	11.0	8.0	0.0	22.0	8.89595173541822	7	2439	1637	64	0.026240262402624	0.6711767117671177
MGYG000471712	marine	Marinisomatota	1874660	MAG	0.0	0.0	2.0	18.0	12.0	0.0	32.0	17.069761983506343	4	1876	972	0	0.0	0.5181236673773987
MGYG000471717	marine	Bacteroidota	1178593	MAG	0.0	0.0	0.0	5.0	7.0	0.0	12.0	10.181631827102317	3	1028	639	0	0.0	0.6215953307392996
MGYG000471722	marine	Actinomycetota	937382	MAG	0.0	0.0	0.0	2.0	4.0	0.0	6.0	6.400805648070904	25	1171	278	85	0.0725875320239111	0.2374039282664389
MGYG000471737	marine	Planctomycetota	4288512	MAG	1.0	2.0	1.0	21.0	10.0	0.0	35.0	8.16133894460363	5	3367	1805	0	0.0	0.5360855360855361
MGYG000471742	marine	Thermoplasmatota	1462990	MAG	0.0	1.0	0.0	5.0	4.0	0.0	10.0	6.835316714399962	3	1027	431	0	0.0	0.4196689386562804
MGYG000471762	marine	Verrucomicrobiota	3660560	MAG	0.0	3.0	1.0	23.0	10.0	0.0	37.0	10.107743077561905	3	2753	2411	0	0.0	0.8757718852161278
MGYG000471789	marine	Pseudomonadota	2991163	MAG	0.0	0.0	2.0	5.0	15.0	0.0	22.0	7.354998707860455	9	3177	731	218	0.0686181932640856	0.2300912810827825
MGYG000471798	marine	Bacteroidota	1394640	MAG	0.0	0.0	1.0	8.0	9.0	0.0	18.0	12.906556530717603	5	1328	285	0	0.0	0.2146084337349397
MGYG000471800	marine	Bacteroidota	1256543	MAG	0.0	0.0	3.0	2.0	8.0	1.0	14.0	11.14167999025899	9	1344	306	21	0.015625	0.2276785714285714
MGYG000471828	marine	Pseudomonadota	732363	MAG	0.0	0.0	0.0	3.0	5.0	0.0	8.0	10.92354474488744	7	895	208	2	0.0022346368715083	0.2324022346368715
MGYG000471831	marine	Marinisomatota	2102402	MAG	0.0	0.0	2.0	27.0	16.0	1.0	46.0	21.879735654741577	11	2195	582	24	0.0109339407744874	0.2651480637813211
MGYG000471832	marine	Patescibacteria	766008	MAG	0.0	0.0	0.0	0.0	9.0	0.0	9.0	11.74922455117962	7	844	285	5	0.0059241706161137	0.3376777251184834
MGYG000471844	marine	Actinomycetota	1189956	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	3.361468827418829	5	1305	456	0	0.0	0.3494252873563218
MGYG000471862	marine	Thermoproteota	1033132	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	3.871722103274315	34	1649	64	268	0.1625227410551849	0.0388114008489993
MGYG000471879	marine	Pseudomonadota	2479863	MAG	0.0	0.0	1.0	2.0	7.0	0.0	10.0	4.03248082656179	22	2565	264	163	0.0635477582846004	0.1029239766081871
MGYG000471900	marine	Cyanobacteriota	1812297	MAG	0.0	2.0	0.0	11.0	17.0	0.0	30.0	16.553578138682568	3	2017	1571	0	0.0	0.7788795240456123
MGYG000471915	marine	Pseudomonadota	1875588	MAG	0.0	0.0	1.0	3.0	12.0	0.0	16.0	8.530658118947231	7	1873	749	18	0.0096102509343299	0.399893219434063
MGYG000471937	marine	Pseudomonadota	3817191	MAG	0.0	0.0	1.0	2.0	6.0	0.0	9.0	2.357754694486077	9	3898	1140	54	0.0138532580810672	0.2924576706003078
MGYG000471956	marine	Pseudomonadota	2001903	MAG	0.0	0.0	0.0	2.0	10.0	0.0	12.0	5.994296426949758	3	1895	1426	0	0.0	0.7525065963060686
MGYG000471980	marine	Bacteroidota	2243329	MAG	0.0	0.0	2.0	16.0	11.0	4.0	33.0	14.710281015401664	16	2088	823	104	0.0498084291187739	0.3941570881226053
MGYG000472007	marine	Bacteroidota	1655877	MAG	0.0	0.0	2.0	7.0	9.0	0.0	18.0	10.870372618256066	5	1608	979	0	0.0	0.6088308457711443
MGYG000472017	marine	Marinisomatota	1286122	MAG	0.0	0.0	2.0	4.0	12.0	1.0	19.0	14.773093065821127	3	1187	806	0	0.0	0.6790227464195451
MGYG000472028	marine	Bacteroidota	1503917	MAG	0.0	0.0	1.0	2.0	10.0	1.0	14.0	9.309024367701143	3	1292	808	0	0.0	0.6253869969040248
MGYG000472048	marine	Thermoplasmatota	1385867	MAG	0.0	1.0	0.0	3.0	1.0	0.0	5.0	3.607849815314168	48	1376	12	129	0.09375	0.0087209302325581
MGYG000472100	marine	Pseudomonadota	2492354	MAG	0.0	0.0	0.0	4.0	7.0	0.0	11.0	4.413498243026472	19	3339	596	588	0.1761006289308176	0.1784965558550464
MGYG000472120	marine	Bacteroidota	3048581	MAG	0.0	0.0	0.0	0.0	17.0	1.0	18.0	5.904386335806724	4	2758	2179	0	0.0	0.7900652646845541
MGYG000472142	marine	Thermoplasmatota	1590238	MAG	0.0	1.0	0.0	2.0	3.0	0.0	6.0	3.773020139123829	37	1895	56	222	0.1171503957783641	0.029551451187335
MGYG000472144	marine	Pseudomonadota	978141	MAG	0.0	0.0	2.0	2.0	5.0	0.0	9.0	9.20112744481624	20	1380	168	87	0.0630434782608695	0.1217391304347826
MGYG000472180	marine	Pseudomonadota	1340398	MAG	0.0	0.0	0.0	3.0	5.0	0.0	8.0	5.968376556813722	10	1329	485	4	0.0030097817908201	0.3649360421369451
MGYG000472222	marine	Verrucomicrobiota	5480316	MAG	0.0	3.0	2.0	52.0	34.0	10.0	101.0	18.42959420588156	4	4694	3913	0	0.0	0.8336173838943332
MGYG000472230	marine	Marinisomatota	1991748	MAG	0.0	0.0	0.0	15.0	11.0	0.0	26.0	13.05386022729783	15	1855	133	103	0.0555256064690026	0.0716981132075471
MGYG000472239	marine	Pseudomonadota	2098826	MAG	0.0	0.0	6.0	14.0	8.0	1.0	29.0	13.81724830929291	6	1922	858	0	0.0	0.4464099895941727
MGYG000472272	marine	Pseudomonadota	1512843	MAG	0.0	0.0	3.0	3.0	9.0	0.0	15.0	9.915106855106576	5	1534	640	0	0.0	0.4172099087353325
MGYG000472274	marine	Marinisomatota	1621678	MAG	0.0	0.0	3.0	4.0	11.0	0.0	18.0	11.099614103416338	6	1593	593	0	0.0	0.3722536095417451
MGYG000472286	marine	Pseudomonadota	2379165	MAG	0.0	0.0	1.0	1.0	7.0	0.0	9.0	3.7828397778212106	4	2310	1185	0	0.0	0.512987012987013
MGYG000472298	marine	Pseudomonadota	2060674	MAG	0.0	0.0	0.0	5.0	14.0	0.0	19.0	9.220284237099124	6	2196	701	0	0.0	0.3192167577413479
MGYG000472310	marine	Chloroflexota	1967133	MAG	0.0	0.0	0.0	5.0	19.0	0.0	24.0	12.200496865234836	6	1895	738	0	0.0	0.3894459102902374
MGYG000472314	marine	Verrucomicrobiota	3206412	MAG	0.0	1.0	1.0	7.0	11.0	0.0	20.0	6.237501606156664	14	2990	372	236	0.0789297658862876	0.1244147157190635
MGYG000472324	marine	Pseudomonadota	2671186	MAG	0.0	0.0	1.0	4.0	16.0	0.0	21.0	7.861676423880628	11	2695	546	71	0.0263450834879406	0.2025974025974026
MGYG000472329	marine	Actinomycetota	2975470	MAG	0.0	4.0	4.0	21.0	14.0	0.0	43.0	14.451498418737208	44	4122	86	956	0.2319262493934983	0.0208636584182435
MGYG000472355	marine	Thermoproteota	1036667	MAG	0.0	0.0	0.0	0.0	4.0	0.0	4.0	3.8585196596399807	8	1319	550	9	0.0068233510235026	0.4169825625473843
MGYG000472362	marine	Bacteroidota	1476313	MAG	0.0	0.0	1.0	9.0	6.0	0.0	16.0	10.837810139177805	21	1624	110	136	0.083743842364532	0.0677339901477832
MGYG000472366	marine	Pseudomonadota	3207311	MAG	0.0	0.0	1.0	4.0	16.0	0.0	21.0	6.547540915115498	3	3030	1908	0	0.0	0.6297029702970297
MGYG000472372	marine	Pseudomonadota	4266602	MAG	0.0	0.0	1.0	8.0	11.0	0.0	20.0	4.687571045998666	4	4127	2800	0	0.0	0.6784589290041192
MGYG000472396	marine	Chloroflexota	1292663	MAG	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.7735968307285039	12	1365	475	10	0.0073260073260073	0.3479853479853479
MGYG000472407	marine	Thermoplasmatota	1310606	MAG	0.0	0.0	0.0	4.0	1.0	0.0	5.0	3.815029078151634	3	1118	733	0	0.0	0.6556350626118068
MGYG000472419	marine	Pseudomonadota	4405325	MAG	0.0	3.0	1.0	19.0	18.0	0.0	41.0	9.306918331791636	3	3854	1811	0	0.0	0.469901401141671
MGYG000472444	marine	Pseudomonadota	1137483	MAG	0.0	0.0	0.0	2.0	5.0	0.0	7.0	6.1539381247895575	34	1274	263	52	0.0408163265306122	0.206436420722135
MGYG000472464	marine	Pseudomonadota	3781970	MAG	0.0	2.0	2.0	9.0	19.0	0.0	32.0	8.461198793221522	4	3656	1700	0	0.0	0.4649890590809628
MGYG000472491	marine	Pseudomonadota	1058125	MAG	0.0	0.0	1.0	3.0	5.0	0.0	9.0	8.505611340815122	18	1505	56	239	0.1588039867109634	0.0372093023255813
MGYG000472493	marine	Pseudomonadota	3460388	MAG	0.0	2.0	1.0	16.0	8.0	0.0	27.0	7.802593235209462	3	2865	1727	0	0.0	0.6027923211169285
MGYG000472510	marine	Pseudomonadota	5859877	MAG	0.0	1.0	0.0	7.0	20.0	0.0	28.0	4.778257291066007	12	6090	1058	230	0.0377668308702791	0.173727422003284
MGYG000472514	marine	Pseudomonadota	3015754	MAG	0.0	0.0	8.0	10.0	10.0	0.0	28.0	9.28457692504097	3	3127	2528	0	0.0	0.8084425967380876
MGYG000472529	marine	Bacteroidota	2903032	MAG	0.0	0.0	0.0	3.0	12.0	0.0	15.0	5.167011593396146	3	2624	1753	0	0.0	0.6680640243902439
MGYG000472538	marine	Pseudomonadota	2628978	MAG	0.0	0.0	3.0	2.0	11.0	0.0	16.0	6.086015173957333	11	3023	1570	102	0.0337413165729407	0.5193516374462455
MGYG000472549	marine	Pseudomonadota	4143228	MAG	2.0	7.0	1.0	16.0	12.0	0.0	38.0	9.17159277741896	4	3646	2131	0	0.0	0.5844761382336807
MGYG000472550	marine	Pseudomonadota	3028278	MAG	0.0	0.0	4.0	14.0	19.0	0.0	37.0	12.218164910883347	3	2859	1992	0	0.0	0.6967471143756558
MGYG000472553	marine	Bacteroidota	1108999	MAG	0.0	0.0	2.0	2.0	7.0	0.0	11.0	9.918854750996168	6	1209	426	0	0.0	0.3523573200992556
MGYG000472567	marine	Pseudomonadota	4214429	MAG	0.0	2.0	3.0	15.0	18.0	0.0	38.0	9.016642586694426	7	4407	3522	59	0.013387792148854	0.7991831177671885
MGYG000472582	marine	Pseudomonadota	3308317	MAG	0.0	2.0	2.0	8.0	17.0	0.0	29.0	8.76578634997795	6	3574	1682	0	0.0	0.4706211527700056
MGYG000472605	marine	Nanoarchaeota	826054	MAG	0.0	0.0	0.0	0.0	7.0	0.0	7.0	8.474022279415149	10	1110	274	19	0.0171171171171171	0.2468468468468468
MGYG000472607	marine	Pseudomonadota	3548498	MAG	0.0	0.0	2.0	6.0	16.0	0.0	24.0	6.763424975863027	119	6271	14	2851	0.4546324350183384	0.0022324988040184
MGYG000472608	marine	Pseudomonadota	3676244	MAG	0.0	0.0	1.0	8.0	10.0	0.0	19.0	5.168318533807875	10	4214	1295	339	0.0804461319411485	0.3073089700996678
MGYG000472613	marine	Pseudomonadota	4536113	MAG	0.0	2.0	2.0	12.0	17.0	0.0	33.0	7.274951042886276	8	4540	946	337	0.0742290748898678	0.2083700440528634
