OG_id	n_organisms	n_essential_organisms	n_nonessential_organisms	n_genes	n_essential_genes	frac_essential	essentiality_class	rep_gene	rep_desc	essential_organisms	nonessential_organisms	copy_ratio	is_single_copy
OG10687	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10688	2	0	2	2	0	0.0	never_essential		BCCT transporter (RefSeq)		Dino;Phaeo	1.0	False
OG10689	11	0	11	14	0	0.0	never_essential		4-aminobutyrate aminotransferase (EC 2.6.1.19)		Phaeo;Putida;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2727272727272727	False
OG10690	2	0	2	2	0	0.0	never_essential		diheme cytochrome c		Dino;Phaeo	1.0	False
OG10691	2	0	2	2	0	0.0	never_essential		FOG: Ankyrin repeat		Phaeo;acidovorax_3H11	1.0	False
OG10692	2	0	2	2	0	0.0	never_essential		pyridoxal phosphate-dependent enzyme, cysteine / methionine metabolism		Phaeo;Ponti	1.0	False
OG10693	5	1	4	5	1	0.2	variably_essential		Protein of unknown function (DUF3618).	Dino	Phaeo;Smeli;psRCH2;pseudo1_N1B4	1.0	False
OG10694	19	1	19	23	1	0.05263157894736842	variably_essential	merR	aliphatic nitrilase	BFirm	BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;Phaeo;Putida;RalstoniaGMI1000;RalstoniaPSI07;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2105263157894737	False
OG10695	2	1	1	2	1	0.5	variably_essential		Uncharacterized protein conserved in bacteria	Dino	Phaeo	1.0	False
OG10696	2	0	2	2	0	0.0	never_essential		putative cysteine desulfurase		Phaeo;pseudo6_N2E2	1.0	False
OG10697	6	0	6	6	0	0.0	never_essential		D-alanine--poly(phosphoribitol) ligase subunit		Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;Phaeo	1.0	False
OG10698	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10699	2	1	1	2	1	0.5	variably_essential		hypothetical protein	Phaeo	Dino	1.0	False
OG10700	5	2	3	5	2	0.4	variably_essential		anti-anti-sigma factor	BFirm;psRCH2	Burk376;Phaeo;Ponti	1.0	False
OG10701	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10702	6	0	6	6	0	0.0	never_essential		type I restriction-modification system subunit M		ANA3;Cup4G11;DdiaME23;Dyella79;HerbieS;Phaeo	1.0	False
OG10703	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10704	2	0	2	2	0	0.0	never_essential		RNA polymerase I-specific transcription initiation factor Rrn7.		Dino;Phaeo	1.0	False
OG10705	3	2	1	3	2	0.6666666666666666	variably_essential		lipopolysaccharide core biosynthesis mannosyltransferase	Phaeo;Smeli	Dino	1.0	False
OG10706	2	0	2	2	0	0.0	never_essential		Type IV secretion system proteins.		Dino;Phaeo	1.0	False
OG10707	3	0	3	3	0	0.0	never_essential		ABC transporter permease		Phaeo;Smeli;azobra	1.0	False
OG10708	2	1	1	2	1	0.5	variably_essential		helix-turn-helix domain-containing protein	Phaeo	Dino	1.0	False
OG10709	3	0	3	3	0	0.0	never_essential		glycosyl transferase		Phaeo;Putida;pseudo3_N2E3	1.0	False
OG10710	3	0	3	3	0	0.0	never_essential		Aminomethyltransferase (RefSeq)		Dino;Phaeo;Smeli	1.0	False
OG10711	2	0	2	2	0	0.0	never_essential		putative gene transfer agent protein		Dino;Phaeo	1.0	False
OG10712	2	0	2	2	0	0.0	never_essential		transmembrane protein		Phaeo;Smeli	1.0	False
OG10713	2	0	2	2	0	0.0	never_essential		SnoaL-like polyketide cyclase.		Dino;Phaeo	1.0	False
OG10714	4	0	4	4	0	0.0	never_essential		putative NUDIX hydrolase		Dino;Phaeo;Smeli;azobra	1.0	False
OG10715	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10716	2	0	2	2	0	0.0	never_essential		Lytic transglycosylase catalytic (RefSeq)		Dino;Phaeo	1.0	False
OG10717	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10718	6	0	6	6	0	0.0	never_essential		extracellular solute-binding protein		BFirm;Burk376;Dino;HerbieS;Phaeo;Smeli	1.0	False
OG10719	2	0	2	2	0	0.0	never_essential		signal transduction histidine kinase		Dino;Phaeo	1.0	False
OG10720	6	2	4	7	2	0.3333333333333333	variably_essential		nucleoside ABC transporter membrane protein	BFirm;Burk376	Dino;Phaeo;Smeli;azobra	1.1666666666666667	False
OG10721	2	0	2	2	0	0.0	never_essential		lipoprotein, putative (RefSeq)		Dino;Phaeo	1.0	False
OG10722	2	0	2	2	0	0.0	never_essential		hypothetical protein		Phaeo;Smeli	1.0	False
OG10723	2	0	2	2	0	0.0	never_essential		oxidoreductase		Phaeo;Smeli	1.0	False
OG10724	2	1	1	2	1	0.5	variably_essential		hypothetical protein	Phaeo	psRCH2	1.0	False
OG10725	2	0	2	2	0	0.0	never_essential		hypothetical protein		Phaeo;SB2B	1.0	False
OG10726	2	0	2	2	0	0.0	never_essential		YeeE/YedE family (DUF395).		Dino;Phaeo	1.0	False
OG10727	16	0	16	16	0	0.0	never_essential		sarcosine oxidase subunit delta		BFirm;Burk376;Dino;Phaeo;Putida;RalstoniaGMI1000;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG10728	2	1	1	2	1	0.5	variably_essential		nonspecific lipid-transfer protein	Caulo	Phaeo	1.0	False
OG10729	5	0	5	5	0	0.0	never_essential		Transcriptional regulator, Cro/CI family		Phaeo;Putida;SB2B;Smeli;psRCH2	1.0	False
OG10730	3	0	3	3	0	0.0	never_essential		alpha-glucoside transport system permease protein AglG		Dino;Phaeo;Smeli	1.0	False
OG10731	2	1	1	2	1	0.5	variably_essential		lipoprotein, putative (RefSeq)	Dino	Phaeo	1.0	False
OG10732	2	0	2	2	0	0.0	never_essential		thioredoxin SoxW (RefSeq)		Dino;Phaeo	1.0	False
OG10733	3	0	3	3	0	0.0	never_essential		extracellular solute-binding protein family 1 (RefSeq)		Dino;Phaeo;Smeli	1.0	False
OG10734	4	0	4	4	0	0.0	never_essential		integral membrane sensor signal transduction histidine kinase (RefSeq)		Dino;Phaeo;Ponti;azobra	1.0	False
OG10735	4	0	4	4	0	0.0	never_essential		3-oxoacyl-ACP synthase		Dda3937;Ddia6719;DdiaME23;Phaeo	1.0	False
OG10736	3	0	3	3	0	0.0	never_essential		signal peptide protein		Dino;Phaeo;Smeli	1.0	False
OG10737	2	1	1	2	1	0.5	variably_essential		succinoglycan biosynthesis protein ExoL	Smeli	Phaeo	1.0	False
OG10738	4	0	4	4	0	0.0	never_essential		choline kinase		BFirm;Phaeo;SyringaeB728a;SyringaeB728a_mexBdelta	1.0	False
OG10739	2	0	2	2	0	0.0	never_essential		type IV secretory pathway VirB3 family protein (RefSeq)		Dino;Phaeo	1.0	False
OG10740	2	0	2	2	0	0.0	never_essential		hypothetical protein		Phaeo;azobra	1.0	False
OG10741	2	2	0	2	2	1.0	universally_essential		hypothetical protein (RefSeq)	Dino;Phaeo		1.0	True
OG10742	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10743	10	0	10	10	0	0.0	never_essential		AAA family ATPase		Burk376;Cup4G11;Dino;Phaeo;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG10744	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10745	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10746	2	0	2	2	0	0.0	never_essential		histidine kinase (RefSeq)		Dino;Phaeo	1.0	False
OG10747	2	1	1	2	1	0.5	variably_essential		plamid partition protein-like protein	Phaeo	Dino	1.0	False
OG10748	5	0	5	5	0	0.0	never_essential		hypothetical protein		BFirm;Phaeo;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163	1.0	False
OG10749	5	0	5	5	0	0.0	never_essential		tetratricopeptide repeat protein		Dda3937;Ddia6719;Dino;Phaeo;pseudo13_GW456_L13	1.0	False
OG10750	2	0	2	2	0	0.0	never_essential		Protein of unknown function (DUF2798).		Phaeo;acidovorax_3H11	1.0	False
OG10751	2	0	2	2	0	0.0	never_essential		Predicted ester cyclase		Dino;Phaeo	1.0	False
OG10752	3	0	3	3	0	0.0	never_essential		LacI family transcriptional regulator		Dino;Phaeo;Smeli	1.0	False
OG10753	2	0	2	2	0	0.0	never_essential		sarcosine oxidase, gamma subunit, putative (RefSeq)		Dino;Phaeo	1.0	False
OG10754	2	1	1	2	1	0.5	variably_essential		putative transcriptional regulator, AsnC family	Dino	Phaeo	1.0	False
OG10755	3	0	3	3	0	0.0	never_essential		NUDIX hydrolase-like protein		Phaeo;SyringaeB728a;SyringaeB728a_mexBdelta	1.0	False
OG10756	3	0	3	3	0	0.0	never_essential		putative type IV secretion system protein VirB2		Dino;Phaeo;Smeli	1.0	False
OG10757	2	0	2	2	0	0.0	never_essential		TfoX C-terminal domain.		Dino;Phaeo	1.0	False
OG10758	2	1	1	2	1	0.5	variably_essential		Uncharacterized protein conserved in bacteria	Dino	Phaeo	1.0	False
OG10759	4	2	2	4	2	0.5	variably_essential		Protein of unknown function (DUF3553).	Dino;azobra	Caulo;Phaeo	1.0	False
OG10760	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10761	2	0	2	2	0	0.0	never_essential		response regulator receiver protein (RefSeq)		Dino;Phaeo	1.0	False
OG10762	4	1	3	4	1	0.25	variably_essential		putative phosphotyrosine-protein phosphatase	psRCH2	ANA3;Phaeo;Putida	1.0	False
OG10763	2	0	2	2	0	0.0	never_essential		Putative hemolysin		Dino;Phaeo	1.0	False
OG10764	2	1	1	2	1	0.5	variably_essential		hypothetical protein (RefSeq)	Dino	Phaeo	1.0	False
OG10765	3	0	3	3	0	0.0	never_essential		trimethylamine methyltransferase		Dino;Phaeo;Smeli	1.0	False
OG10766	2	0	2	2	0	0.0	never_essential		Uncharacterized conserved protein		BFirm;Phaeo	1.0	False
OG10767	2	0	2	2	0	0.0	never_essential		binding-protein-dependent transport systems inner membrane component (RefSeq)		Dino;Phaeo	1.0	False
OG10768	12	0	12	14	0	0.0	never_essential		membrane protein		BFirm;Burk376;Cup4G11;Phaeo;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3	1.1666666666666667	False
OG10769	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10770	6	0	6	6	0	0.0	never_essential		aldehyde dehydrogenase		BFirm;Burk376;Dino;HerbieS;Phaeo;Smeli	1.0	False
OG10771	3	1	2	3	1	0.3333333333333333	variably_essential		hypothetical protein (RefSeq)	Dino	Phaeo;Smeli	1.0	False
OG10772	2	0	2	2	0	0.0	never_essential		thiamine kinase ThiK-like protein		Dino;Phaeo	1.0	False
OG10773	2	1	1	2	1	0.5	variably_essential		MJ0042 family finger-like protein (RefSeq)	Dino	Phaeo	1.0	False
OG10774	2	2	0	2	2	1.0	universally_essential		initiator RepB protein (RefSeq)	Dino;Phaeo		1.0	True
OG10775	2	0	2	2	0	0.0	never_essential		Uncharacterized protein conserved in bacteria (DUF2155).		Phaeo;Smeli	1.0	False
OG10776	2	1	1	2	1	0.5	variably_essential		protein of unknown function DUF1127 (RefSeq)	Dino	Phaeo	1.0	False
OG10777	2	2	0	2	2	1.0	universally_essential		cation transporter (RefSeq)	Dino;Phaeo		1.0	True
OG10778	2	1	1	2	1	0.5	variably_essential		protein of unknown function DUF465 (RefSeq)	Dino	Phaeo	1.0	False
OG10779	8	1	7	8	1	0.125	variably_essential		nitrile hydratase accessory protein	BFirm	Burk376;Cup4G11;Phaeo;RalstoniaPSI07;Smeli;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG10780	9	0	9	10	0	0.0	never_essential		glycosyl transferase family 1		Phaeo;RalstoniaBSBF1503;RalstoniaPSI07;RalstoniaUW163;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;azobra	1.1111111111111112	False
OG10781	3	1	2	3	1	0.3333333333333333	variably_essential		N-terminal double-transmembrane domain	Smeli	Dino;Phaeo	1.0	False
OG10782	2	0	2	2	0	0.0	never_essential		cytochrome c class I (RefSeq)		Dino;Phaeo	1.0	False
OG10783	2	0	2	2	0	0.0	never_essential		putative nitrilotriacetate monooxygenase component B		Phaeo;Smeli	1.0	False
OG10784	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10785	2	1	1	2	1	0.5	variably_essential		hypothetical protein (RefSeq)	Dino	Phaeo	1.0	False
OG10786	6	0	6	6	0	0.0	never_essential		protein of unknown function DUF1643 (RefSeq)		Cup4G11;Dino;Dyella79;Phaeo;Smeli;acidovorax_3H11	1.0	False
OG10787	4	1	3	4	1	0.25	variably_essential		integral membrane sensor signal transduction histidine kinase (RefSeq)	Caulo	Dino;Phaeo;Smeli	1.0	False
OG10788	2	1	1	2	1	0.5	variably_essential		Protein of unknown function (DUF2484).	Dino	Phaeo	1.0	False
OG10789	2	0	2	2	0	0.0	never_essential		ABC-type amino acid transport/signal transduction systems, periplasmic component/domain		Cola;Phaeo	1.0	False
OG10790	2	0	2	2	0	0.0	never_essential		Uncharacterized paraquat-inducible protein A		Dino;Phaeo	1.0	False
OG10791	5	0	5	5	0	0.0	never_essential		rsbT co-antagonist protein RsbR		BFirm;Burk376;Phaeo;Ponti;psRCH2	1.0	False
OG10792	5	0	5	5	0	0.0	never_essential		Predicted cobalt transporter CbtC		Phaeo;Smeli;azobra;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG10793	2	0	2	2	0	0.0	never_essential		Transcriptional regulatory protein, C terminal.		Dino;Phaeo	1.0	False
OG10794	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10795	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10796	3	0	3	3	0	0.0	never_essential		putative glycosyltransferase protein		Phaeo;Smeli;azobra	1.0	False
OG10797	2	0	2	2	0	0.0	never_essential		hypothetical protein		Phaeo;acidovorax_3H11	1.0	False
OG10798	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10799	8	0	8	8	0	0.0	never_essential		Mn-dependent hydrolase SoxB		Cup4G11;Dino;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.0	False
OG10800	4	1	3	4	1	0.25	variably_essential		Antibiotic biosynthesis monooxygenase	azobra	Dino;Dyella79;Phaeo	1.0	False
OG10801	2	0	2	2	0	0.0	never_essential		putative gene transfer agent head-tail adaptor		Dino;Phaeo	1.0	False
OG10802	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10803	2	0	2	2	0	0.0	never_essential		beta-etherase (BETA-aryl ether cleaving enzyme) protein		Phaeo;Smeli	1.0	False
OG10804	2	0	2	2	0	0.0	never_essential		protein of unknown function DUF1150 (RefSeq)		Dino;Phaeo	1.0	False
OG10805	2	2	0	2	2	1.0	universally_essential		Protein of unknown function (DUF2849).	Dino;Phaeo		1.0	True
OG10806	2	0	2	2	0	0.0	never_essential		Protein of unknown function (DUF3307).		Cup4G11;Phaeo	1.0	False
OG10807	2	0	2	2	0	0.0	never_essential		Uncharacterized protein conserved in bacteria		Phaeo;Smeli	1.0	False
OG10808	2	0	2	2	0	0.0	never_essential		OmpA/MotB domain protein (RefSeq)		Dino;Phaeo	1.0	False
OG10809	2	0	2	2	0	0.0	never_essential		oxidoreductase		Phaeo;Smeli	1.0	False
OG10810	4	0	4	4	0	0.0	never_essential		Protein of unknown function (DUF1523).		Dino;Phaeo;SyringaeB728a;SyringaeB728a_mexBdelta	1.0	False
OG10811	2	0	2	2	0	0.0	never_essential		Protein of unknown function (DUF3035).		Dino;Phaeo	1.0	False
OG10812	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10813	2	0	2	2	0	0.0	never_essential		protein of unknown function DUF1636 (RefSeq)		Dino;Phaeo	1.0	False
OG10814	2	1	1	2	1	0.5	variably_essential		hypothetical protein	Dino	Phaeo	1.0	False
OG10815	2	0	2	2	0	0.0	never_essential		YtoQ family protein		Dino;Phaeo	1.0	False
OG10816	6	1	5	6	1	0.16666666666666666	variably_essential		inner-membrane translocator (RefSeq)	Burk376	BFirm;Dino;Phaeo;Smeli;azobra	1.0	False
OG10817	2	0	2	2	0	0.0	never_essential		Protein of unknown function (DUF2842).		Dino;Phaeo	1.0	False
OG10818	2	0	2	2	0	0.0	never_essential		putative gene transfer agent protein		Dino;Phaeo	1.0	False
OG10819	9	1	8	9	1	0.1111111111111111	variably_essential		phosphatidylcholine synthase Pcs	Phaeo	Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3	1.0	False
OG10820	2	0	2	2	0	0.0	never_essential		Putative virion core protein (lumpy skin disease virus)		Dino;Phaeo	1.0	False
OG10821	3	0	3	3	0	0.0	never_essential		amidohydrolase		Cola;Phaeo;Ponti	1.0	False
OG10822	3	0	3	3	0	0.0	never_essential		putative branched-chain-amino-acid aminotransferase, subunit B		Dino;Phaeo;WCS417	1.0	False
OG10823	3	0	3	3	0	0.0	never_essential		adenylate cyclase domain-containing protein		Phaeo;Smeli;azobra	1.0	False
OG10824	2	2	0	2	2	1.0	universally_essential		hypothetical protein	Dino;Phaeo		1.0	True
OG10825	2	0	2	2	0	0.0	never_essential		acetyltransferase domain-containing protein		Dino;Phaeo	1.0	False
OG10826	6	0	6	6	0	0.0	never_essential		Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)		Cup4G11;Dino;Phaeo;Smeli;acidovorax_3H11;azobra	1.0	False
OG10827	15	0	15	16	0	0.0	never_essential		sarcosine oxidase subunit alpha		BFirm;Burk376;Dino;Phaeo;Putida;RalstoniaGMI1000;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0666666666666667	False
OG10828	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10829	2	0	2	2	0	0.0	never_essential		lytic murein transglycosylase (RefSeq)		Dino;Phaeo	1.0	False
OG10830	3	0	3	3	0	0.0	never_essential		hypothetical protein		Phaeo;Smeli;azobra	1.0	False
OG10831	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10832	2	1	1	2	1	0.5	variably_essential		hypothetical protein	Dino	Phaeo	1.0	False
OG10833	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10834	2	0	2	2	0	0.0	never_essential		diguanylate cyclase/phosphodiesterase (RefSeq)		Dino;Phaeo	1.0	False
OG10835	3	0	3	3	0	0.0	never_essential		YceI/cytochrome b561 periplasmic protein		Caulo;Dino;Phaeo	1.0	False
OG10836	2	1	1	2	1	0.5	variably_essential		Protein of unknown function (DUF1049).	Dino	Phaeo	1.0	False
OG10837	3	0	3	3	0	0.0	never_essential		putative glycosyl transferase		BFirm;Phaeo;Ponti	1.0	False
OG10838	2	0	2	2	0	0.0	never_essential		cytochrome c class I (RefSeq)		Dino;Phaeo	1.0	False
OG10839	2	0	2	2	0	0.0	never_essential		putative transposase		Phaeo;Putida	1.0	False
OG10840	2	0	2	2	0	0.0	never_essential		outer membrane protein-like protein		Dino;Phaeo	1.0	False
OG10841	4	0	4	4	0	0.0	never_essential		hypothetical protein		Dda3937;Ddia6719;DdiaME23;Phaeo	1.0	False
OG10842	2	1	1	2	1	0.5	variably_essential		cobalamin (vitamin B12) biosynthesis CbiX protein (RefSeq)	Phaeo	Dino	1.0	False
OG10843	2	0	2	2	0	0.0	never_essential		TRAP C4-dicarboxylate transport system permease DctM subunit (RefSeq)		Dino;Phaeo	1.0	False
OG10844	2	0	2	2	0	0.0	never_essential		TRAP transporter, subunit DctQ		Dino;Phaeo	1.0	False
OG10845	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10846	2	0	2	2	0	0.0	never_essential		H-type lectin domain.		Dino;Phaeo	1.0	False
OG10847	2	0	2	2	0	0.0	never_essential		peptide deformylase Def		Dino;Phaeo	1.0	False
OG10848	3	0	3	3	0	0.0	never_essential		putative peroxiredoxin		Phaeo;Smeli;azobra	1.0	False
OG10849	2	0	2	2	0	0.0	never_essential		EAL domain-containing protein		Dino;Phaeo	1.0	False
OG10850	5	0	5	5	0	0.0	never_essential		3-oxoacyl-ACP synthase		BFirm;Dda3937;Ddia6719;DdiaME23;Phaeo	1.0	False
OG10851	11	1	10	11	1	0.09090909090909091	variably_essential		pyridoxamine 5'-phosphate oxidase	pseudo1_N1B4	Caulo;Cup4G11;Phaeo;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;pseudo3_N2E3;pseudo6_N2E2	1.0	False
OG10852	2	0	2	2	0	0.0	never_essential		UBA/THIF-type NAD/FAD binding protein (RefSeq)		Dino;Phaeo	1.0	False
OG10853	2	0	2	2	0	0.0	never_essential		hypothetical protein (RefSeq)		Dino;Phaeo	1.0	False
OG10854	3	0	3	3	0	0.0	never_essential		alpha-glucoside ABC transporter permease		Dino;Phaeo;Smeli	1.0	False
OG10855	2	0	2	2	0	0.0	never_essential		ATPase-like protein		Phaeo;Smeli	1.0	False
OG10856	4	0	4	4	0	0.0	never_essential		Predicted DNA alkylation repair enzyme		BFirm;Cola;Dino;Phaeo	1.0	False
OG10857	3	0	3	3	0	0.0	never_essential		Uncharacterized conserved protein		Phaeo;Smeli;azobra	1.0	False
OG10858	2	1	1	2	1	0.5	variably_essential		protein of unknown function DUF1469 (RefSeq)	Dino	Phaeo	1.0	False
OG10859	2	2	0	2	2	1.0	universally_essential		ribosomal protein L9 (RefSeq)	Dino;Phaeo		1.0	True
OG10860	2	0	2	2	0	0.0	never_essential		NUDIX hydrolase (RefSeq)		Dino;Phaeo	1.0	False
OG10861	2	0	2	2	0	0.0	never_essential		hypothetical protein		Dino;Phaeo	1.0	False
OG10862	2	0	2	2	0	0.0	never_essential		N-acyl-L-homoserine lactone synthetase-like protein (RefSeq)		Dino;Phaeo	1.0	False
OG10863	2	2	0	2	2	1.0	universally_essential		putative plasmid partition protein B	Dino;Phaeo		1.0	True
OG10864	2	2	0	2	2	1.0	universally_essential		NADH-quinone oxidoreductase chain 2	Dino;Phaeo		1.0	True
OG10865	2	0	2	2	0	0.0	never_essential		murein transglycosylase		Btheta;Ponti	1.0	False
OG10866	2	1	1	2	1	0.5	variably_essential		hypothetical protein	Cola	Ponti	1.0	False
OG10867	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10868	11	1	10	11	1	0.09090909090909091	variably_essential		putative protein	pseudo1_N1B4	BFirm;Burk376;Cup4G11;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;pseudo13_GW456_L13;pseudo3_N2E3	1.0	False
OG10869	2	0	2	2	0	0.0	never_essential		Universal stress protein UspA and related nucleotide-binding proteins		Cola;Ponti	1.0	False
OG10870	2	0	2	2	0	0.0	never_essential		phosphoribosylpyrophosphate synthetase		Cola;Ponti	1.0	False
OG10871	2	0	2	2	0	0.0	never_essential		cytochrome c oxidase subunit III		Cola;Ponti	1.0	False
OG10872	2	0	2	2	0	0.0	never_essential		histidine kinase		Ponti;azobra	1.0	False
OG10873	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10874	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10875	2	1	1	2	1	0.5	variably_essential		Neutral/alkaline non-lysosomal ceramidase.	Cola	Ponti	1.0	False
OG10876	9	0	9	10	0	0.0	never_essential		C4-dicarboxylate ABC transporter		Ponti;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.1111111111111112	False
OG10877	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10878	3	2	1	3	2	0.6666666666666666	variably_essential		acyl-CoA synthetase	Cola;Ponti	Btheta	1.0	False
OG10879	2	2	0	2	2	1.0	universally_essential		Phosphoribosylanthranilate isomerase	Cola;Ponti		1.0	True
OG10880	2	0	2	2	0	0.0	never_essential		heavy metal efflux pump (cobalt-zinc-cadmium)		Cola;Ponti	1.0	False
OG10881	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10882	2	1	1	2	1	0.5	variably_essential		hypothetical protein	psRCH2	Ponti	1.0	False
OG10883	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10884	2	0	2	2	0	0.0	never_essential		xenobiotic-transporting ATPase		Cola;Ponti	1.0	False
OG10885	9	1	8	9	1	0.1111111111111111	variably_essential	rfaG	Glycosyltransferase involved in cell wall bisynthesis	SynE	BFirm;Burk376;DvH;Ponti;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;psRCH2	1.0	False
OG10886	2	0	2	2	0	0.0	never_essential		universal stress protein UspA		Cola;Ponti	1.0	False
OG10887	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10888	2	0	2	2	0	0.0	never_essential		trehalase-like protein		Dino;Ponti	1.0	False
OG10889	2	1	1	2	1	0.5	variably_essential		nicotinate phosphoribosyltransferase	Cola	Ponti	1.0	False
OG10890	2	0	2	2	0	0.0	never_essential		MarR family transcriptional regulator		Cola;Ponti	1.0	False
OG10891	3	0	3	4	0	0.0	never_essential		Relaxase/Mobilisation nuclease domain.		Btheta;Cola;Ponti	1.3333333333333333	False
OG10892	3	0	3	3	0	0.0	never_essential		hypothetical protein		Ponti;RalstoniaPSI07;SB2B	1.0	False
OG10893	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10894	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10895	2	0	2	2	0	0.0	never_essential		Predicted thioesterase		Cola;Ponti	1.0	False
OG10896	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10897	2	0	2	2	0	0.0	never_essential		Uncharacterized conserved protein		Cola;Ponti	1.0	False
OG10898	2	0	2	2	0	0.0	never_essential		hypothetical protein		Cola;Ponti	1.0	False
OG10899	2	0	2	2	0	0.0	never_essential		carbamoyl phosphate synthetase		Cola;Ponti	1.0	False
OG10900	2	0	2	2	0	0.0	never_essential		Co-chaperonin GroES (HSP10)		Cola;Ponti	1.0	False
OG10901	2	0	2	2	0	0.0	never_essential		transcription regulator, AraC family (NCBI ptt file)		Btheta;Ponti	1.0	False
